code,name,first_date,last_date,bars
sz000970,中科三环,2015-01-05,2026-09-02,2825
sz000976,*ST华铁,2015-02-16,2024-07-25,2234
sz000975,山金国际,2015-01-05,2026-09-02,2662
sz000973,佛塑科技,2015-01-05,2026-09-02,2774
sz000979,中弘退,2015-01-05,2018-12-27,671
sz000980,众泰汽车,2015-01-05,2026-09-02,2659
sz000982,中银绒业,2016-02-25,2024-06-21,1842
sz000977,浪潮信息,2015-01-19,2026-09-02,2796
sz000981,山子高科,2015-01-05,2026-09-02,2489
sz000985,大庆华科,2015-01-05,2026-09-02,2836
sz000987,越秀资本,2015-01-05,2026-09-02,2722
sz000989,九芝堂,2015-01-05,2026-09-02,2747
sz000990,诚志股份,2015-01-05,2026-09-02,2641
sz000996,中期退,2015-10-19,2024-06-27,2066
sz000988,华工科技,2015-01-05,2026-09-02,2833
sz000995,皇台酒业,2015-08-17,2026-09-02,2116
sz000978,桂林旅游,2015-01-05,2026-09-02,2771
sz000997,新 大 陆,2015-01-05,2026-09-02,2772
sz000998,隆平高科,2015-01-05,2026-09-02,2816
sz000993,闽东电力,2015-01-05,2026-09-02,2821
sz000999,华润三九,2015-01-05,2026-09-02,2836
sz000962,东方钽业,2015-01-05,2026-09-02,2670
sz000983,山西焦煤,2015-01-05,2026-09-01,2825
sz001202,炬申股份,2021-04-29,2026-09-02,1297
sz001210,金房能源,2021-07-29,2026-09-02,1236
sz001201,东瑞股份,2021-04-28,2026-09-02,1298
sz001212,中旗新材,2021-08-23,2026-09-02,1217
sz001205,盛航股份,2021-05-13,2026-09-02,1290
sz001208,华菱线缆,2021-06-24,2026-09-02,1261
sz001203,大中矿业,2021-05-10,2026-09-02,1293
sz001206,依依股份,2021-05-18,2026-09-02,1278
sz001209,洪兴股份,2021-07-23,2026-09-02,1240
sz001207,联科科技,2021-06-23,2026-09-02,1262
sz001211,双枪科技,2021-08-05,2026-09-02,1231
sz001220,世盟股份,2026-02-03,2026-09-02,141
sz001217,华尔泰,2021-09-29,2026-09-02,1194
sz001213,中铁特货,2021-09-08,2026-09-02,1207
sz001219,青岛食品,2021-10-21,2026-09-02,1183
sz001215,千味央厨,2021-09-06,2026-09-02,1209
sz001221,悍高集团,2025-07-30,2026-09-02,267
sz001222,源飞宠物,2022-08-18,2026-09-02,980
sz001225,和泰机电,2023-02-22,2026-09-02,858
sz001218,丽臣实业,2021-10-15,2026-09-02,1187
sz001223,欧克科技,2022-12-12,2026-09-02,904
sz001228,永泰运,2022-04-29,2026-09-02,1055
sz001232,嘉立创,2026-08-04,2026-09-02,22
sz001216,华瓷股份,2021-10-19,2026-09-02,1185
sz001229,魅视科技,2022-08-08,2026-09-02,988
sz001230,劲旅环境,2022-07-15,2026-09-02,1004
sz001234,泰慕士,2022-01-11,2026-09-02,1126
sz001227,兰州银行,2022-01-17,2026-09-02,1122
sz001237,惠康科技,2026-05-22,2026-09-02,73
sz001233,海安集团,2025-11-25,2026-09-02,189
sz001231,农心科技,2022-08-19,2026-09-02,979
sz001238,浙江正特,2022-09-19,2026-09-02,959
sz001226,拓山重工,2022-06-22,2026-09-02,1021
sz001236,弘业期货,2022-08-05,2026-09-02,989
sz001239,永达股份,2023-12-12,2026-09-02,661
sz001248,华润新能源,2026-07-02,2026-09-02,45
sz001255,博菲电气,2022-09-30,2026-09-02,950
sz001256,炜冈科技,2022-12-05,2026-09-02,909
sz001257,盛龙股份,2026-03-31,2026-09-02,107
sz001269,欧晶科技,2022-09-30,2026-09-02,950
sz001259,利仁科技,2022-08-31,2026-09-02,971
sz001267,汇绿生态,2021-11-17,2026-09-02,1160
sz001258,立新能源,2022-07-27,2026-09-02,996
sz001266,宏英智能,2022-02-28,2026-09-02,1097
sz001270,铖昌科技,2022-06-06,2026-09-02,1028
sz001277,速达股份,2024-09-03,2026-09-02,484
sz001260,坤泰股份,2023-02-16,2026-09-02,862
sz001268,联合精密,2022-06-30,2026-09-02,1015
sz001280,中国铀业,2025-12-03,2026-09-02,183
sz001278,一彬科技,2023-03-08,2026-09-02,848
sz001285,瑞立科密,2025-09-30,2026-09-02,213
sz001282,三联锻造,2023-05-24,2026-09-02,797
sz001286,陕西能源,2023-04-10,2026-09-02,826
sz001287,中电港,2023-04-10,2026-09-02,826
sz001289,龙源电力,2022-01-24,2026-09-02,1117
sz001279,强邦新材,2024-10-11,2026-09-02,463
sz001300,三柏硕,2022-10-19,2026-09-02,942
sz001298,好上好,2022-10-31,2026-09-02,934
sz001283,豪鹏科技,2022-09-05,2026-09-02,968
sz001296,长江材料,2021-12-24,2026-09-02,1137
sz001306,夏厦精密,2023-11-16,2026-09-02,679
sz001299,美能能源,2022-10-31,2026-09-02,934
sz001288,运机集团,2021-11-01,2026-09-02,1176
sz001312,福恩股份,2026-04-21,2026-09-02,93
sz001311,多利科技,2023-02-27,2026-09-02,855
sz001301,尚太科技,2022-12-28,2026-09-02,892
sz001313,粤海饲料,2022-02-16,2026-09-02,1105
sz001309,德明利,2022-07-01,2026-09-02,1014
sz001308,康冠科技,2022-03-18,2026-09-02,1083
sz001314,亿道信息,2023-02-14,2026-09-02,855
sz001318,阳光乳业,2022-05-20,2026-09-02,1043
sz001319,铭科精技,2022-05-12,2026-09-02,1049
sz001317,三羊马,2021-11-30,2026-09-02,1150
sz001325,元创股份,2025-12-18,2026-09-02,172
sz001324,长青科技,2023-05-22,2026-09-02,799
sz001323,慕思股份,2022-06-23,2026-09-02,1020
sz001316,润贝航科,2022-06-24,2026-09-02,1019
sz001335,信凯科技,2025-04-15,2026-09-02,339
sz001332,锡装股份,2022-09-20,2026-09-02,958
sz001326,联域股份,2023-11-09,2026-09-02,684
sz001322,箭牌家居,2022-10-26,2026-09-02,937
sz001331,胜通能源,2022-09-08,2026-09-02,936
sz001333,光华股份,2022-12-08,2026-09-02,906
sz001328,登康口腔,2023-04-10,2026-09-02,826
sz001336,楚环科技,2022-07-25,2026-09-02,998
sz001330,博纳影业,2022-08-18,2026-09-02,980
sz001337,四川黄金,2023-03-03,2026-09-02,851
sz001338,永顺泰,2022-11-16,2026-09-02,922
sz001339,智微智能,2022-08-15,2026-09-02,983
sz001356,富岭股份,2025-01-23,2026-09-02,390
sz001360,南矿集团,2023-04-10,2026-09-02,826
sz001365,天海电子,2026-05-18,2026-09-02,77
sz001369,双欣材料,2025-12-30,2026-09-02,164
sz001368,通达创智,2023-03-13,2026-09-02,845
sz001358,兴欣新材,2023-12-21,2026-09-02,654
sz001366,播恩集团,2023-03-07,2026-09-02,849
sz001367,海森药业,2023-04-10,2026-09-02,826
sz001379,腾达科技,2024-01-19,2026-09-02,634
sz001382,新亚电缆,2025-03-21,2026-09-02,355
sz001378,德冠新材,2023-10-30,2026-09-02,692
sz001376,百通能源,2023-11-03,2026-09-02,688
sz001389,广合科技,2024-04-02,2026-09-02,588
sz001387,雪祺电气,2024-01-11,2026-09-02,640
sz001380,华纬科技,2023-05-16,2026-09-02,803
sz001395,亚联机械,2025-01-27,2026-09-02,388
sz001359,平安电工,2024-03-28,2026-09-02,591
sz001388,信通电子,2025-07-01,2026-09-02,288
sz001386,马可波罗,2025-10-22,2026-09-02,213
sz001390,古麒绒材,2025-05-29,2026-09-02,310
sz001393,维通利,2026-05-15,2026-09-02,78
sz001391,国货航,2024-12-30,2026-09-02,407
sz001400,江顺科技,2025-04-24,2026-09-02,332
sz001396,誉帆科技,2025-12-30,2026-09-02,164
sz001399,惠科股份,2026-06-26,2026-09-02,49
sz001373,翔腾新材,2023-06-01,2026-09-02,791
sz001696,宗申动力,2015-01-05,2026-09-02,2720
sz001872,招商港口,2018-12-26,2026-09-02,1864
sz001896,豫能控股,2015-01-05,2026-09-02,2720
sz001914,招商积余,2015-01-05,2026-09-02,2756
sz001965,招商公路,2017-12-25,2026-09-02,2109
sz002002,ST鸿达,2015-01-05,2024-01-18,2046
sz002001,新 和 成,2015-01-05,2026-09-02,2822
sz002006,精工科技,2015-03-31,2026-09-02,2578
sz002008,大族激光,2015-01-05,2026-09-02,2830
sz002004,华邦健康,2015-01-05,2026-09-02,2769
sz002009,天奇股份,2015-01-28,2026-09-02,2807
sz001979,招商蛇口,2015-12-30,2026-09-02,2578
sz002003,伟星股份,2015-01-05,2026-09-02,2747
sz002005,德豪润达,2015-01-05,2026-09-02,2638
sz002011,盾安环境,2015-01-05,2026-09-02,2656
sz002007,华兰生物,2015-01-05,2026-09-02,2833
sz002013,中航机电,2015-01-05,2023-02-07,1895
sz002012,凯恩股份,2015-01-05,2026-09-02,2499
sz002016,世荣兆业,2015-01-05,2026-09-02,2817
sz002017,东信和平,2015-01-05,2026-09-02,2822
sz002015,协鑫能科,2016-01-11,2026-09-02,2466
sz002018,华信退,2015-03-06,2019-10-31,890
sz002010,传化智联,2015-06-23,2026-09-02,2699
sz002014,永新股份,2015-01-05,2026-09-02,2733
sz002019,亿帆医药,2015-01-05,2026-09-02,2809
sz002022,科华生物,2015-01-05,2026-09-02,2821
sz002020,京新药业,2015-01-05,2026-09-02,2735
sz002023,海特高新,2015-01-05,2026-09-02,2828
sz002024,ST易购,2015-01-05,2026-09-02,2809
sz002021,中捷资源,2015-06-23,2026-09-02,2663
sz002025,航天电器,2015-01-05,2026-09-02,2643
sz002029,七 匹 狼,2015-01-05,2026-09-02,2823
sz002028,思源电气,2015-01-05,2026-09-02,2836
sz002026,山东威达,2015-01-05,2026-09-02,2734
sz002031,巨轮智能,2015-01-05,2026-09-02,2783
sz002032,苏 泊 尔,2015-01-05,2026-09-02,2835
sz002027,分众传媒,2015-01-05,2026-09-02,2745
sz002033,丽江股份,2015-01-05,2026-09-02,2778
sz002030,达安基因,2015-01-05,2026-09-02,2781
sz002035,华帝股份,2015-01-05,2026-09-02,2817
sz002034,旺能环境,2015-01-05,2026-09-02,2702
sz002038,双鹭药业,2015-01-05,2026-09-02,2833
sz002037,保利联合,2015-01-05,2026-09-02,2696
sz002036,联创电子,2015-01-05,2026-09-02,2724
sz002039,黔源电力,2015-01-05,2026-09-02,2836
sz002045,国光电器,2015-01-05,2026-09-02,2787
sz002042,华孚时尚,2015-01-05,2026-09-02,2831
sz002040,南 京 港,2015-01-05,2026-09-02,2698
sz002043,兔 宝 宝,2015-01-05,2026-09-01,2737
sz002046,国机精工,2015-01-05,2026-09-02,2757
sz002047,宝鹰股份,2015-01-05,2026-09-02,2679
sz002044,美年健康,2015-03-26,2026-09-02,2595
sz002041,登海种业,2015-01-05,2026-09-02,2836
sz002048,宁波华翔,2015-01-05,2026-09-02,2727
sz002050,三花智控,2015-01-27,2026-09-02,2770
sz002049,紫光国微,2015-01-05,2026-09-02,2615
sz002053,云南能投,2015-01-05,2026-09-02,2583
sz002052,同洲电子,2015-01-05,2026-09-02,2571
sz002055,ST得润,2015-01-05,2026-09-02,2754
sz002051,中工国际,2015-01-05,2026-09-02,2717
sz002054,德美化工,2015-01-05,2026-09-02,2832
sz002056,横店东磁,2015-01-05,2026-09-02,2829
sz002058,紫竹高科,2015-01-05,2026-09-02,2803
sz002061,浙江交科,2015-01-05,2026-09-02,2607
sz002059,云南旅游,2015-01-05,2026-09-02,2589
sz002060,广东建工,2015-01-05,2026-09-02,2822
sz002057,中钢天源,2015-01-05,2026-09-02,2597
sz002064,华峰化学,2015-01-05,2026-09-02,2821
sz002062,宏润建设,2015-01-05,2026-09-02,2814
sz002063,远光软件,2015-01-05,2026-09-02,2822
sz002070,众和退,2015-03-11,2019-07-08,501
sz002066,瑞泰科技,2015-01-05,2026-09-02,2825
sz002069,獐子岛,2015-01-05,2026-09-02,2721
sz002067,景兴纸业,2015-01-05,2026-09-02,2831
sz002071,长城退,2015-02-16,2021-05-06,1255
sz002065,东华软件,2015-01-05,2026-09-02,2687
sz002072,凯瑞德,2015-02-10,2026-09-02,2449
sz002075,沙钢股份,2015-01-05,2026-09-02,2150
sz002076,星光股份,2015-01-05,2026-09-02,2582
sz002078,太阳纸业,2015-01-05,2026-09-02,2816
sz002077,大港股份,2015-01-05,2026-09-02,2754
sz002079,苏州固锝,2015-01-05,2026-09-02,2782
sz002068,黑猫股份,2015-01-09,2026-09-02,2826
sz002073,软控股份,2015-01-05,2026-09-02,2821
sz002074,国轩高科,2015-01-05,2026-09-02,2797
sz002081,金 螳 螂,2015-01-05,2026-09-02,2808
sz002080,中材科技,2015-01-05,2026-09-02,2712
sz002084,海鸥住工,2015-01-05,2026-09-02,2809
sz002086,东方海洋,2015-01-05,2026-09-02,2730
sz002085,万丰奥威,2015-01-05,2026-09-02,2757
sz002083,孚日股份,2015-01-05,2026-09-02,2836
sz002082,ST万邦,2015-01-05,2026-09-02,2457
sz002089,新海退,2015-01-05,2024-04-17,1994
sz002088,鲁阳节能,2015-01-05,2026-09-02,2823
sz002087,新纺退,2015-01-05,2024-06-27,2268
sz002090,金智科技,2015-01-05,2026-09-02,2764
sz002094,青岛金王,2015-01-05,2026-09-02,2679
sz002091,江苏国泰,2015-01-05,2026-09-02,2689
sz002092,中泰化学,2015-01-05,2026-09-02,2735
sz002093,国脉科技,2015-01-05,2026-09-02,2808
sz002095,生 意 宝,2015-01-05,2026-09-02,2836
sz002097,山河智能,2015-01-05,2026-09-02,2738
sz002098,浔兴股份,2015-01-19,2026-09-02,2523
sz002096,易普力,2015-01-05,2026-09-02,2825
sz002100,天康生物,2015-01-05,2026-09-02,2821
sz002099,海翔药业,2015-01-05,2026-09-02,2790
sz002101,广东鸿图,2015-01-05,2026-09-02,2727
sz002102,ST能特,2015-01-05,2026-09-02,2597
sz002105,信隆健康,2015-01-05,2026-09-02,2836
sz002106,莱宝高科,2015-01-05,2026-09-02,2684
sz002104,恒宝股份,2015-01-05,2026-09-02,2801
sz002103,广博股份,2015-01-05,2026-09-02,2591
sz002109,ST兴化,2015-01-05,2026-09-02,2656
sz002113,*ST天润,2015-01-05,2023-06-12,1716
sz002107,沃华医药,2015-01-05,2026-09-02,2818
sz002108,沧州明珠,2015-01-05,2026-09-02,2835
sz002110,三钢闽光,2015-01-05,2026-09-02,2558
sz002111,威海广泰,2015-01-05,2026-09-02,2784
sz002112,三变科技,2015-01-05,2026-09-02,2560
sz002114,罗平锌电,2015-01-05,2026-09-02,2766
sz002115,三维通信,2015-01-05,2026-09-02,2668
sz002116,中国海诚,2015-01-05,2026-09-02,2772
sz002120,韵达股份,2015-01-05,2026-09-02,2787
sz002117,东港股份,2015-01-05,2026-09-02,2826
sz002121,科陆电子,2015-01-05,2026-09-02,2668
sz002123,梦网科技,2015-03-26,2026-09-02,2710
sz002122,ST汇洲,2015-01-05,2026-09-02,2647
sz002119,康强电子,2015-01-05,2026-09-02,2750
sz002126,银轮股份,2015-01-05,2026-09-02,2804
sz002130,沃尔核材,2015-01-05,2026-09-02,2786
sz002124,天邦食品,2015-01-05,2026-09-02,2808
sz002125,湘潭电化,2015-01-05,2026-09-02,2801
sz002132,恒星科技,2015-01-05,2026-09-02,2739
sz002128,电投能源,2015-01-05,2026-09-02,2710
sz002127,南极电商,2015-01-05,2026-09-02,2624
sz002131,利欧股份,2015-01-05,2026-09-02,2687
sz002133,广宇集团,2015-01-05,2026-09-02,2833
sz002134,天津普林,2015-01-05,2026-09-02,2697
sz002118,*ST紫鑫,2015-01-05,2023-06-15,2012
sz002129,TCL中环,2015-01-05,2026-09-02,2400
sz002139,拓邦股份,2015-01-05,2026-09-02,2810
sz002135,东南网架,2015-01-06,2026-09-02,2822
sz002137,实益达,2015-01-14,2026-09-02,2666
sz002142,宁波银行,2015-01-05,2026-09-02,2829
sz002138,顺络电子,2015-01-05,2026-09-02,2833
sz002143,印纪退,2015-01-05,2019-11-28,919
sz002136,安 纳 达,2015-01-05,2026-09-02,2826
sz002140,东华科技,2015-01-05,2026-09-02,2821
sz002144,宏达高科,2015-01-05,2026-09-02,2836
sz002141,贤丰控股,2015-01-05,2026-09-02,2710
sz002147,新光退,2015-01-05,2022-06-22,1449
sz002145,钛能化学,2015-01-05,2026-09-02,2781
sz002150,正泰电源,2015-01-05,2026-09-02,2761
sz002148,北纬科技,2015-01-05,2026-09-02,2832
sz002152,广电运通,2015-03-11,2026-09-02,2785
sz002154,报 喜 鸟,2015-01-05,2026-09-01,2833
sz002146,荣盛发展,2015-01-05,2026-09-02,2803
sz002155,湖南黄金,2015-01-05,2026-09-02,2819
sz002149,西部材料,2015-01-05,2026-09-02,2813
sz002153,石基信息,2015-01-05,2026-09-02,2823
sz002151,北斗星通,2015-01-05,2026-09-02,2735
sz002157,正邦科技,2015-03-16,2026-09-02,2762
sz002159,三特索道,2015-01-05,2026-09-02,2683
sz002156,通富微电,2015-01-05,2026-09-02,2742
sz002160,常铝股份,2015-01-05,2026-09-02,2674
sz002163,海南发展,2015-01-05,2026-09-02,2716
sz002165,红 宝 丽,2015-01-05,2026-09-02,2751
sz002161,远 望 谷,2015-01-05,2026-09-02,2689
sz002158,汉钟精机,2015-01-05,2026-09-02,2828
sz002162,悦心健康,2015-01-05,2026-09-02,2699
sz002168,ST惠程,2015-01-28,2026-09-02,2450
sz002166,莱茵生物,2015-01-05,2026-09-02,2738
sz002167,东方锆业,2015-01-05,2026-09-02,2827
sz002164,宁波东力,2015-01-05,2026-09-02,2680
sz002169,智光电气,2015-01-05,2026-09-02,2761
sz002171,楚江新材,2015-05-11,2026-09-02,2680
sz002170,芭田股份,2015-01-05,2026-09-02,2783
sz002172,澳洋健康,2015-02-17,2026-09-02,2781
sz002173,创新医疗,2015-07-15,2026-09-02,2699
sz002174,游族网络,2015-01-05,2026-09-02,2639
sz002176,江特电机,2015-01-05,2026-09-02,2705
sz002175,*ST东智,2015-01-05,2026-09-02,2566
sz002178,延华智能,2015-01-16,2026-09-02,2791
sz002180,奔图科技,2015-05-18,2026-09-02,2625
sz002179,中航光电,2015-01-05,2026-09-02,2836
sz002177,御银股份,2015-01-05,2026-09-02,2806
sz002185,华天科技,2015-01-05,2026-09-02,2812
sz002187,广百股份,2015-01-05,2026-09-02,2830
sz002184,海得控制,2015-01-26,2026-09-02,2807
sz002182,宝武镁业,2015-01-05,2026-09-02,2830
sz002186,全 聚 德,2015-01-05,2026-09-02,2831
sz002189,中光学,2015-01-05,2026-09-02,2712
sz002181,粤 传 媒,2015-01-05,2026-09-02,2825
sz002183,怡 亚 通,2015-01-05,2026-09-02,2708
sz002192,融捷股份,2015-01-05,2026-09-02,2822
sz002191,劲嘉股份,2015-01-05,2026-09-02,2709
sz002194,武汉凡谷,2015-01-05,2026-09-02,2789
sz002190,成飞集成,2015-01-05,2026-09-02,2778
sz002193,ST如意,2015-01-05,2026-09-02,2743
sz002196,方正电机,2015-01-05,2026-09-02,2754
sz002195,岩山科技,2015-01-05,2026-09-02,2821
sz002197,证通电子,2015-01-05,2026-09-02,2799
sz002198,ST嘉应,2015-01-05,2026-09-02,2747
sz002188,中天服务,2015-05-25,2026-09-02,2700
sz002202,金风科技,2015-01-05,2026-09-02,2830
sz002201,九鼎新材,2015-01-05,2026-09-02,2695
sz002199,东晶电子,2015-01-05,2026-09-02,2609
sz002206,海 利 得,2015-01-05,2026-09-02,2815
sz002200,交投生态,2015-01-05,2026-09-02,2797
sz002207,*ST准油,2015-01-07,2026-09-02,2552
sz002205,国统股份,2015-01-05,2026-09-02,2819
sz002203,海亮股份,2015-01-05,2026-09-02,2673
sz002204,大连重工,2015-01-05,2026-09-02,2836
sz002209,达 意 隆,2015-01-05,2026-09-02,2670
sz002210,飞马国际,2015-01-05,2026-09-02,2600
sz002211,ST宏达,2015-09-01,2026-09-02,2579
sz002212,天融信,2015-01-05,2026-09-02,2592
sz002208,合肥城建,2015-01-05,2026-09-02,2806
sz002213,大为股份,2015-01-05,2026-09-02,2771
sz002215,诺 普 信,2015-01-05,2026-09-02,2822
sz002217,ST合力泰,2015-02-13,2026-09-02,2717
sz002218,拓日新能,2015-01-05,2026-09-02,2832
sz002214,大立科技,2015-01-05,2026-09-02,2770
sz002220,天宝退,2015-01-05,2020-08-10,1315
sz002222,福晶科技,2015-01-05,2026-09-02,2836
sz002221,东华能源,2015-01-05,2026-09-02,2802
sz002219,新里程,2015-01-05,2026-09-02,2408
sz002223,鱼跃医疗,2015-01-05,2026-09-02,2819
sz002227,*ST特迅,2015-01-05,2026-09-02,2810
sz002216,三全食品,2015-01-05,2026-09-02,2823
sz002224,三 力 士,2015-01-05,2026-09-02,2737
sz002228,合兴包装,2015-01-05,2026-09-02,2702
sz002226,江南化工,2015-01-05,2026-09-02,2526
sz002225,濮耐股份,2015-01-05,2026-09-02,2806
sz002230,科大讯飞,2015-01-05,2026-09-01,2774
sz002229,鸿博股份,2015-01-05,2026-09-02,2823
sz002235,安妮股份,2015-02-16,2026-09-02,2665
sz002231,*ST奥维,2015-01-05,2026-01-29,2566
sz002232,启明信息,2015-01-05,2026-09-02,2836
sz002233,塔牌集团,2015-01-05,2026-09-01,2794
sz002234,民和股份,2015-01-05,2026-09-02,2831
sz002236,大华股份,2015-01-05,2026-09-02,2831
sz002240,盛新锂能,2015-01-05,2026-09-02,2713
sz002239,奥特佳,2015-01-05,2026-09-02,2491
sz002238,天威视讯,2015-01-05,2026-09-02,2735
sz002237,恒邦股份,2015-01-05,2026-09-02,2820
sz002241,歌尔股份,2015-01-05,2026-09-02,2824
sz002244,滨江集团,2015-01-05,2026-09-02,2826
sz002247,聚力文化,2015-01-05,2026-09-02,2725
sz002248,华东数控,2015-01-05,2026-09-02,2602
sz002243,力合科创,2015-01-05,2026-09-02,2825
sz002245,蔚蓝锂芯,2015-01-05,2026-09-02,2805
sz002246,北化股份,2015-01-05,2026-09-02,2660
sz002242,九阳股份,2015-01-05,2026-09-02,2810
sz002249,大洋电机,2015-01-05,2026-09-02,2736
sz002253,川大智胜,2015-01-05,2026-09-02,2817
sz002260,德奥退,2015-01-05,2022-06-16,708
sz002254,泰和新材,2015-01-05,2026-09-02,2790
sz002250,联化科技,2015-01-05,2026-09-02,2832
sz002252,上海莱士,2015-01-05,2026-09-02,2521
sz002256,兆新股份,2015-03-02,2026-09-02,2568
sz002258,利尔化学,2015-01-05,2026-09-02,2830
sz002259,升达林业,2015-01-05,2026-09-02,2610
sz002255,海陆重工,2015-01-05,2026-09-02,2642
sz002264,新 华 都,2015-01-05,2026-09-02,2639
sz002266,浙富控股,2015-01-05,2026-09-02,2733
sz002263,大东南,2015-01-05,2026-09-02,2447
sz002265,建设工业,2015-01-05,2026-09-02,2731
sz002262,恩华药业,2015-01-05,2026-09-02,2836
sz002267,陕天然气,2015-01-05,2026-09-01,2832
sz002269,美邦服饰,2015-01-05,2026-09-02,2791
sz002261,拓维信息,2015-01-05,2026-09-02,2747
sz002268,电科网安,2015-01-05,2026-09-02,2775
sz002271,东方雨虹,2015-01-05,2026-09-02,2836
sz002270,华明装备,2015-03-10,2026-09-02,2698
sz002274,华昌化工,2015-01-05,2026-09-02,2810
sz002273,水晶光电,2015-01-05,2026-09-02,2836
sz002272,川润股份,2015-01-05,2026-09-02,2667
sz002278,神开股份,2015-01-05,2026-09-02,2629
sz002275,桂林三金,2015-01-05,2026-09-02,2834
sz002277,友阿股份,2015-01-05,2026-09-02,2816
sz002276,万马股份,2015-01-05,2026-09-02,2798
sz002280,ST联络,2015-01-05,2024-06-26,2107
sz002283,天润工业,2015-01-05,2026-09-02,2698
sz002279,久其软件,2015-01-05,2026-09-02,2783
sz002281,光迅科技,2015-01-05,2026-09-02,2833
sz002282,博深股份,2015-01-05,2026-09-02,2680
sz002286,保龄宝,2015-01-05,2026-09-02,2685
sz002287,奇正藏药,2015-01-05,2026-09-02,2831
sz002285,世联行,2015-01-05,2026-09-02,2813
sz002284,亚太股份,2015-01-05,2026-09-02,2821
sz002251,步步高,2015-01-05,2026-09-02,2791
sz002288,*ST超华,2015-01-05,2024-06-26,2149
sz002291,遥望科技,2015-01-05,2026-09-02,2713
sz002292,奥飞娱乐,2015-01-05,2026-09-02,2758
sz002289,宇顺电子,2015-01-05,2026-09-02,2459
sz002290,禾盛新材,2015-01-05,2026-09-02,2779
sz002295,精艺股份,2015-01-05,2026-09-02,2783
sz002296,辉煌科技,2015-01-05,2026-09-02,2793
sz002293,罗莱生活,2015-01-05,2026-09-02,2816
sz002299,圣农发展,2015-01-05,2026-09-02,2777
sz002300,太阳电缆,2015-01-05,2026-09-02,2834
sz002302,西部建设,2015-01-05,2026-09-02,2804
sz002298,中电鑫龙,2015-04-10,2026-09-02,2758
sz002303,美盈森,2015-01-05,2026-09-02,2750
sz002297,博云新材,2015-01-05,2026-09-02,2612
sz002294,信立泰,2015-01-05,2026-09-02,2836
sz002304,洋河股份,2015-01-05,2026-09-01,2835
sz002301,齐心集团,2015-01-05,2026-09-02,2583
sz002308,*ST威创,2015-02-04,2024-08-22,2199
sz002305,*ST南置,2015-01-05,2026-09-02,2807
sz002307,北新路桥,2015-01-05,2026-09-02,2825
sz002306,ST云网,2015-01-05,2026-09-02,2556
sz002309,中利集团,2015-01-05,2026-09-02,2610
sz002313,日海智能,2015-01-05,2026-09-02,2703
sz002311,海大集团,2015-01-05,2026-09-02,2836
sz002314,南山控股,2015-01-05,2026-09-02,2711
sz002310,东方新能,2015-01-05,2026-09-02,2624
sz002316,亚联发展,2015-01-06,2026-09-02,2435
sz002312,川发龙蟒,2015-03-06,2026-09-02,2505
sz002318,久立特材,2015-01-05,2026-09-02,2812
sz002323,*ST雅博,2015-01-21,2026-09-02,2448
sz002317,众生药业,2015-01-05,2026-09-02,2775
sz002315,焦点科技,2015-01-05,2026-09-02,2836
sz002322,理工能科,2015-01-05,2026-09-02,2817
sz002319,乐通股份,2015-01-05,2026-09-02,2638
sz002320,海峡股份,2015-01-05,2026-09-02,2685
sz002321,华英农业,2015-01-05,2026-09-02,2782
sz002325,*ST洪涛,2015-01-05,2024-06-28,2216
sz002324,普利特,2015-01-14,2026-09-02,2813
sz002326,永太科技,2015-01-05,2026-09-02,2727
sz002327,富安娜,2015-01-05,2026-09-02,2832
sz002329,皇氏集团,2015-01-30,2026-09-02,2766
sz002328,新朋股份,2015-01-05,2026-09-02,2832
sz002331,皖通科技,2015-03-25,2026-09-02,2614
sz002333,罗普斯金,2015-01-05,2026-09-02,2817
sz002335,科华数据,2015-01-30,2026-09-02,2748
sz002334,英威腾,2015-01-05,2026-09-02,2815
sz002332,仙琚制药,2015-01-05,2026-09-02,2835
sz002330,得利斯,2015-01-05,2026-09-02,2788
sz002337,赛象科技,2015-01-05,2026-09-02,2836
sz002336,人乐退,2015-01-05,2025-07-03,2455
sz002339,积成电子,2015-01-05,2026-09-02,2787
sz002341,ST新纶,2015-01-05,2024-07-02,2196
sz002342,巨力索具,2015-01-05,2026-09-02,2814
sz002344,海宁皮城,2015-01-05,2026-09-02,2745
sz002338,奥普光电,2015-01-05,2026-09-02,2785
sz002340,格林美,2015-01-05,2026-09-02,2810
sz002343,慈文传媒,2015-01-05,2026-09-02,2739
sz002349,精华制药,2015-01-05,2026-09-02,2635
sz002347,泰尔股份,2015-01-05,2026-09-02,2684
sz002345,潮宏基,2015-01-05,2026-09-02,2640
sz002348,高乐股份,2015-01-05,2026-09-02,2694
sz002353,杰瑞股份,2015-01-05,2026-09-02,2732
sz002346,柘中股份,2015-01-05,2026-09-02,2717
sz002351,漫步者,2015-01-16,2026-09-02,2827
sz002350,北京科锐,2015-01-05,2026-09-02,2799
sz002354,天娱数科,2015-03-24,2026-09-02,2634
sz002356,鹏飞绿能,2015-01-05,2026-09-02,2678
sz002358,森源电气,2015-01-05,2026-09-02,2659
sz002355,兴民智通,2015-01-05,2026-09-02,2716
sz002357,富临运业,2015-01-05,2026-09-02,2646
sz002361,神剑股份,2015-05-12,2026-09-02,2742
sz002364,中恒电气,2015-01-05,2026-09-02,2811
sz002359,北讯退,2015-07-03,2021-07-22,1165
