code,name,first_date,last_date,bars
sh600005,武钢股份,2015-01-05,2017-01-23,430
sh600000,浦发银行,2015-01-05,2026-09-02,2804
sh600004,白云机场,2015-01-05,2026-09-02,2836
sh600007,中国国贸,2015-01-05,2026-09-02,2836
sh600006,东风股份,2015-01-05,2026-09-02,2784
sh600008,首创环保,2015-01-05,2026-09-02,2820
sh600009,上海机场,2015-01-05,2026-09-02,2825
sh600011,华能国际,2015-01-05,2026-09-02,2836
sh600010,包钢股份,2015-01-05,2026-09-02,2827
sh600029,南方航空,2015-01-05,2026-09-02,2833
sh600023,浙能电力,2015-01-05,2026-09-02,2836
sh600028,中国石化,2015-01-05,2026-09-01,2835
sh600025,华能水电,2017-12-15,2026-09-02,2115
sh600030,中信证券,2015-01-05,2026-09-01,2818
sh600018,上港集团,2015-01-05,2026-09-02,2833
sh600021,上海电力,2015-01-05,2026-09-02,2759
sh600015,华夏银行,2015-01-05,2026-09-01,2835
sh600020,中原高速,2015-01-05,2026-09-02,2836
sh600022,山东钢铁,2015-01-05,2026-09-02,2739
sh600016,民生银行,2015-01-05,2026-09-01,2835
sh600027,华电国际,2015-01-05,2026-09-02,2825
sh600012,皖通高速,2015-01-05,2026-09-01,2825
sh600017,日照港,2015-01-05,2026-09-02,2836
sh600026,中远海能,2015-01-05,2026-09-02,2738
sh600019,宝钢股份,2015-01-05,2026-09-02,2744
sh600032,浙江新能,2021-05-25,2026-09-02,1282
sh600031,三一重工,2015-01-05,2026-09-01,2834
sh600033,福建高速,2015-01-05,2026-09-02,2836
sh600035,楚天高速,2015-03-27,2026-09-02,2698
sh600039,四川路桥,2015-01-05,2026-09-01,2813
sh600038,中直股份,2015-01-05,2026-09-02,2826
sh600048,保利发展,2015-01-05,2026-09-01,2828
sh600037,歌华有线,2015-01-05,2026-09-02,2807
sh600036,招商银行,2015-01-05,2026-09-01,2830
sh600052,东望时代,2015-01-20,2026-09-02,2698
sh600053,*ST九鼎,2015-01-05,2026-09-02,2650
sh600050,中国联通,2015-01-05,2026-09-02,2741
sh600051,宁波联合,2015-01-05,2026-09-02,2765
sh600056,中国医药,2015-01-05,2026-09-02,2821
sh600054,黄山旅游,2015-01-05,2026-09-02,2831
sh600055,万东医疗,2015-01-05,2026-09-02,2808
sh600057,厦门象屿,2015-01-05,2026-09-01,2812
sh600058,五矿发展,2015-01-05,2026-09-02,2756
sh600069,退市银鸽,2015-01-05,2020-08-20,1245
sh600059,古越龙山,2015-01-05,2026-09-02,2836
sh600060,海信视像,2015-01-05,2026-09-02,2833
sh600068,葛洲坝,2015-01-05,2021-09-01,1614
sh600061,国投资本,2015-01-07,2026-09-02,2794
sh600064,南京高科,2015-01-05,2026-09-01,2834
sh600062,华润双鹤,2015-01-05,2026-09-02,2804
sh600063,皖维高新,2015-01-05,2026-09-02,2830
sh600070,*ST富润,2015-01-05,2025-04-10,2394
sh600067,冠城新材,2015-01-05,2026-09-02,2834
sh600066,宇通客车,2015-01-05,2026-09-02,2835
sh600074,退市保千,2015-01-05,2020-05-26,896
sh600071,凤凰光学,2015-01-05,2026-09-02,2712
sh600072,中船科技,2015-01-05,2026-09-02,2729
sh600073,光明肉业,2015-01-05,2026-09-02,2790
sh600075,新疆天业,2015-01-05,2026-09-02,2743
sh600076,康欣新材,2015-05-18,2026-09-02,2663
sh600086,退市金钰,2015-01-05,2021-03-10,1216
sh600077,*ST宋都,2015-01-05,2023-06-13,2050
sh600080,ST金花,2015-01-05,2026-09-02,2808
sh600079,ST人福,2015-01-05,2026-09-02,2811
sh600078,澄星股份,2015-01-05,2026-09-02,2756
sh600081,东风科技,2015-01-05,2026-09-02,2813
sh600083,*ST博信,2015-01-05,2025-01-16,2322
sh600090,退市济堂,2015-04-20,2022-06-30,1687
sh600091,退市明科,2015-01-15,2022-06-15,1683
sh600082,ST海泰,2015-01-05,2026-09-02,2826
sh600085,同仁堂,2015-01-05,2026-09-02,2836
sh600084,*ST尼雅,2015-01-05,2026-09-02,2599
sh600089,特变电工,2015-01-05,2026-09-02,2826
sh600088,中视传媒,2015-01-05,2026-09-02,2836
sh600093,退市易见,2015-01-05,2022-06-16,1725
sh600095,湘财股份,2015-01-05,2026-09-02,2798
sh600094,大名城,2015-01-05,2026-09-02,2804
sh600096,云天化,2015-01-05,2026-09-01,2833
sh600097,开创国际,2015-01-05,2026-09-02,2697
sh600099,林海股份,2015-01-05,2026-09-02,2641
sh600100,同方股份,2015-01-05,2026-09-02,2720
sh600098,广州发展,2015-01-05,2026-09-02,2834
sh600101,明星电力,2015-01-05,2026-09-02,2836
sh600106,重庆路桥,2015-01-05,2026-09-02,2739
sh600105,永鼎股份,2015-01-16,2026-09-02,2804
sh600103,青山纸业,2015-02-12,2026-09-02,2805
sh600104,上汽集团,2015-01-05,2026-09-02,2816
sh600107,*ST尔雅,2015-01-05,2026-09-02,2789
sh600108,亚盛集团,2015-01-05,2026-09-02,2835
sh600110,诺德股份,2015-01-05,2026-09-02,2636
sh600109,国金证券,2015-01-05,2026-09-02,2816
sh600112,*ST天成,2015-01-05,2024-07-19,2213
sh600111,北方稀土,2015-01-05,2026-09-02,2836
sh600115,中国东航,2015-01-05,2026-09-02,2822
sh600116,三峡水利,2015-01-05,2026-09-02,2824
sh600113,浙江东日,2015-01-05,2026-09-02,2727
sh600114,东睦股份,2015-01-05,2026-09-02,2810
sh600117,西宁特钢,2015-01-05,2026-09-02,2769
sh600118,中国卫星,2015-01-05,2026-09-02,2836
sh600122,*ST宏图,2015-01-05,2023-05-26,1772
sh600119,*ST长投,2015-01-05,2026-09-02,2829
sh600120,浙江东方,2015-01-05,2026-09-02,2653
sh600121,郑州煤电,2015-01-05,2026-09-02,2814
sh600123,兰花科创,2015-01-05,2026-09-01,2835
sh600125,铁龙物流,2015-01-05,2026-09-02,2833
sh600126,杭钢股份,2015-03-31,2026-09-02,2765
sh600127,金健米业,2015-01-05,2026-09-02,2806
sh600128,苏豪弘业,2015-01-05,2026-09-02,2836
sh600129,太极集团,2015-04-29,2026-09-02,2736
sh600130,波导股份,2015-01-05,2026-09-02,2829
sh600131,国网信通,2015-01-05,2026-09-02,2825
sh600132,重庆啤酒,2015-01-05,2026-09-02,2836
sh600139,*ST西源,2015-01-05,2023-02-27,1787
sh600133,东湖高新,2015-01-05,2026-09-02,2746
sh600135,乐凯胶片,2015-01-05,2026-09-02,2825
sh600145,退市新亿,2015-01-05,2022-04-21,546
sh600136,ST明诚,2015-01-05,2026-09-02,2574
sh600138,中青旅,2015-01-05,2026-09-02,2826
sh600137,浪莎股份,2015-01-05,2026-09-02,2765
sh600146,退市环球,2015-01-05,2022-06-23,1364
sh600143,金发科技,2015-01-05,2026-09-02,2749
sh600148,长春一东,2015-01-05,2026-09-02,2743
sh600149,廊坊发展,2015-01-05,2026-09-02,2759
sh600150,中国船舶,2015-01-05,2026-09-02,2695
sh600151,航天机电,2015-01-05,2026-09-02,2659
sh600152,维科技术,2015-01-05,2026-09-02,2755
sh600155,华创云信,2015-01-05,2026-09-02,2608
sh600156,华升股份,2015-01-05,2026-09-02,2799
sh600159,大龙地产,2015-01-05,2026-09-02,2836
sh600157,永泰能源,2015-01-05,2026-09-02,2580
sh600158,中体产业,2015-01-05,2026-09-02,2702
sh600160,巨化股份,2015-01-05,2026-09-02,2815
sh600161,天坛生物,2015-01-05,2026-09-02,2715
sh600162,香江控股,2015-01-05,2026-09-02,2737
sh600163,中闽能源,2015-01-05,2026-09-02,2807
sh600165,宁科生物,2015-01-05,2026-09-02,2581
sh600166,福田汽车,2015-01-05,2026-09-02,2832
sh600167,联美控股,2015-01-05,2026-09-02,2695
sh600168,武汉控股,2015-01-05,2026-09-02,2677
sh600175,退市美都,2015-01-05,2020-08-07,1226
sh600169,ST太重,2015-01-05,2026-09-02,2830
sh600170,上海建工,2015-01-05,2026-09-02,2816
sh600141,兴发集团,2015-01-06,2026-09-02,2802
sh600173,卧龙新能,2015-01-05,2026-09-02,2606
sh600172,黄河旋风,2015-01-05,2026-09-02,2771
sh600171,上海贝岭,2015-01-05,2026-09-02,2790
sh600176,中国巨石,2015-01-05,2026-09-02,2814
sh600177,雅戈尔,2015-01-05,2026-09-01,2817
sh600178,东安动力,2015-01-05,2026-09-02,2835
sh600179,安通控股,2015-05-11,2026-09-02,2696
sh600180,*ST瑞茂,2015-01-05,2026-09-02,2821
sh600182,S佳通,2015-01-05,2026-09-02,2650
sh600185,珠免集团,2015-01-05,2026-09-02,2803
sh600184,光电股份,2015-01-05,2026-09-02,2836
sh600183,生益科技,2015-01-05,2026-09-02,2836
sh600187,*ST国中,2015-01-05,2026-09-02,2717
sh600186,莲花控股,2015-01-05,2026-09-02,2735
sh600188,兖矿能源,2015-01-05,2026-09-01,2834
sh600190,退市锦港,2015-01-05,2025-07-18,2497
sh600189,泉阳泉,2015-01-05,2026-09-02,2528
sh600191,华资实业,2015-01-05,2026-09-02,2697
sh600193,退市创兴,2015-01-05,2026-06-29,2605
sh600192,长城电工,2015-01-05,2026-09-02,2836
sh600195,中牧股份,2015-01-05,2026-09-02,2766
sh600196,复星医药,2015-01-05,2026-09-02,2821
sh600197,伊力特,2015-01-05,2026-09-02,2836
sh600198,大唐电信,2015-01-05,2026-09-02,2818
sh600199,金种子酒,2015-01-05,2026-09-02,2830
sh600203,福日电子,2015-01-05,2026-09-02,2823
sh600202,哈空调,2015-01-05,2026-09-02,2742
sh600200,退市苏吴,2015-01-05,2025-12-29,2569
sh600201,生物股份,2015-01-05,2026-09-02,2824
sh600209,退市罗顿,2015-01-05,2022-06-15,1379
sh600207,安彩高科,2015-03-12,2026-09-02,2772
sh600208,衢州发展,2015-01-05,2026-09-02,2818
sh600206,有研新材,2015-01-05,2026-09-02,2834
sh600210,紫江企业,2015-01-05,2026-09-02,2836
sh600211,西藏药业,2015-01-05,2026-09-02,2749
sh600212,绿能慧充,2015-01-05,2026-09-02,2441
sh600213,*ST亚星,2015-01-05,2024-08-15,2334
sh600153,建发股份,2015-01-05,2026-09-01,2601
sh600215,派斯林,2015-01-05,2026-09-02,2728
sh600216,浙江医药,2015-01-05,2026-09-02,2831
sh600217,中再资环,2015-01-05,2026-09-02,2649
sh600220,ST阳光,2015-01-05,2024-06-13,2288
sh600219,南山铝业,2015-01-05,2026-09-02,2730
sh600218,全柴动力,2015-01-05,2026-09-02,2829
sh600222,太龙药业,2015-01-12,2026-09-02,2821
sh600223,福瑞达,2015-01-05,2026-09-02,2828
sh600225,退市卓朗,2015-01-05,2025-02-27,2303
sh600226,亨通股份,2015-01-05,2026-09-02,2386
sh600227,赤天化,2015-01-05,2026-09-02,2667
sh600229,城市传媒,2015-01-05,2026-09-02,2828
sh600228,返利科技,2015-01-05,2026-09-02,2614
sh600232,金鹰股份,2015-01-05,2026-09-02,2660
sh600234,科新发展,2015-01-26,2026-09-02,2752
sh600236,桂冠电力,2015-01-30,2026-09-02,2811
sh600235,民丰特纸,2015-01-05,2026-09-02,2836
sh600240,退市华业,2015-01-22,2020-01-23,1194
sh600237,铜峰电子,2015-01-05,2026-09-02,2749
sh600239,ST云城,2015-01-05,2026-09-02,2597
sh600238,ST椰岛,2015-04-22,2026-09-02,2696
sh600242,退市中昌,2015-01-05,2023-06-20,1770
sh600241,时代万恒,2015-01-21,2026-09-02,2732
sh600247,*ST成城,2015-01-05,2021-02-24,1487
sh600221,海航控股,2015-01-05,2026-09-02,2694
sh600246,万通发展,2015-01-05,2026-09-02,2687
sh600248,陕建股份,2015-01-05,2026-09-02,2702
sh600249,两面针,2015-01-05,2026-09-02,2833
sh600251,冠农股份,2015-01-05,2026-09-02,2833
sh600230,沧州大化,2015-01-05,2026-09-02,2791
sh600231,凌钢股份,2015-02-03,2026-09-02,2812
sh600252,中恒集团,2015-01-05,2026-09-02,2820
sh600233,圆通速递,2015-01-05,2026-09-02,2739
sh600255,鑫科材料,2015-01-05,2026-09-02,2570
sh600257,大湖股份,2015-01-05,2026-09-02,2678
sh600258,首旅酒店,2015-01-05,2026-09-02,2638
sh600259,中稀有色,2015-01-05,2026-09-02,2722
sh600260,*ST凯乐,2015-01-05,2023-02-02,1909
sh600261,阳光照明,2015-01-05,2026-09-02,2836
sh600262,北方股份,2015-01-05,2026-09-02,2836
sh600270,外运发展,2015-01-05,2018-12-12,906
sh600265,*ST景谷,2015-01-05,2026-09-02,2737
sh600266,城建发展,2015-01-05,2026-09-02,2833
sh600268,国电南自,2015-01-05,2026-09-02,2831
sh600269,赣粤高速,2015-01-05,2026-09-02,2836
sh600272,开开实业,2015-01-05,2026-09-02,2835
sh600275,退市昌鱼,2015-01-05,2022-06-15,1709
sh600273,嘉化能源,2015-01-05,2026-09-01,2730
sh600250,南京商旅,2015-05-19,2026-09-02,2702
sh600277,ST亿利,2015-01-05,2024-06-21,2063
sh600276,恒瑞医药,2015-01-05,2026-09-01,2834
sh600278,东方创业,2015-01-05,2026-09-02,2818
sh600279,重庆港,2015-01-05,2026-09-02,2825
sh600256,广汇能源,2015-01-05,2026-09-01,2809
sh600280,中央商场,2015-01-05,2026-09-02,2764
sh600281,华阳新材,2015-01-05,2026-09-02,2807
sh600282,南钢股份,2015-01-05,2026-09-01,2807
sh600283,钱江水利,2015-01-05,2026-09-02,2826
sh600285,羚锐制药,2015-01-05,2026-09-02,2810
sh600287,苏豪时尚,2015-01-05,2026-09-02,2834
sh600289,ST信通,2015-01-05,2026-09-02,2616
sh600288,大恒科技,2015-01-16,2026-09-02,2826
sh600290,*ST华仪,2015-01-05,2023-12-25,2111
sh600291,退市西水,2015-01-22,2022-06-07,1660
sh600293,三峡新材,2015-01-05,2026-09-02,2683
sh600243,*ST海华,2015-01-05,2026-09-02,2776
sh600292,电投水电,2015-01-05,2026-09-02,2824
sh600295,鄂尔多斯,2015-01-05,2026-09-01,2824
sh600267,海正药业,2015-01-05,2026-09-02,2791
sh600297,广汇汽车,2015-01-05,2024-07-17,2237
sh600271,航天信息,2015-01-05,2026-09-02,2688
sh600298,安琪酵母,2015-01-05,2026-09-02,2836
sh600300,维维股份,2015-01-05,2026-09-02,2829
sh600299,安迪苏,2015-01-05,2026-09-02,2822
sh600301,华锡有色,2015-01-05,2026-09-02,2748
sh600303,曙光股份,2015-01-05,2026-09-02,2763
sh600306,退市商城,2015-01-05,2024-06-19,2072
sh600302,ST标准,2015-01-05,2026-09-02,2830
sh600305,恒顺醋业,2015-01-05,2026-09-02,2836
sh600307,酒钢宏兴,2015-01-05,2026-09-02,2834
sh600308,华泰股份,2015-01-05,2026-09-02,2830
sh600311,*ST荣华,2015-01-05,2023-03-02,1960
sh600312,平高电气,2015-01-05,2026-09-02,2749
sh600317,营口港,2015-01-05,2021-01-14,1459
sh600313,农发种业,2015-01-05,2026-09-02,2827
sh600315,上海家化,2015-01-05,2026-09-02,2780
sh600316,洪都航空,2015-01-05,2026-09-02,2836
sh600318,新力金融,2015-02-06,2026-09-02,2384
sh600321,正源股份,2015-01-05,2024-05-30,2168
sh600323,瀚蓝环境,2015-01-05,2026-09-02,2817
sh600325,华发股份,2015-01-05,2026-09-02,2826
sh600327,大东方,2015-01-05,2026-09-02,2826
sh600309,万华化学,2015-01-05,2026-09-02,2703
sh600310,广西能源,2015-01-05,2026-09-02,2804
sh600328,中盐化工,2015-01-05,2026-09-02,2689
sh600329,达仁堂,2015-01-05,2026-09-02,2831
sh600330,天通股份,2015-01-05,2026-09-02,2715
sh600284,浦东建设,2015-01-05,2026-09-02,2835
sh600331,宏达股份,2015-01-05,2026-09-02,2738
sh600319,亚星化学,2015-01-05,2026-09-02,2555
sh600320,振华重工,2015-01-05,2026-09-02,2836
sh600332,白云山,2015-01-13,2026-09-02,2779
sh600322,津投城开,2015-01-05,2026-09-02,2826
sh600337,ST美克,2015-01-05,2026-09-02,2796
sh600336,澳柯玛,2015-01-05,2026-09-02,2826
sh600338,西藏珠峰,2015-01-05,2026-09-02,2774
sh600340,*ST华幸,2015-01-05,2026-09-02,2803
sh600343,航天动力,2015-01-05,2026-09-02,2827
sh600345,长江通信,2015-01-05,2026-09-02,2816
sh600346,恒力石化,2015-01-05,2026-09-02,2627
sh600348,华阳股份,2015-01-05,2026-09-01,2835
sh600350,山东高速,2015-01-05,2026-09-01,2825
sh600351,亚宝药业,2015-01-05,2026-09-02,2806
sh600353,旭光电子,2015-01-05,2026-09-02,2736
sh600352,浙江龙盛,2015-01-05,2026-09-02,2821
sh600354,敦煌种业,2015-01-05,2026-09-02,2798
sh600355,*ST精伦,2015-01-05,2026-04-03,2678
sh600358,国旅联合,2015-01-05,2026-09-02,2573
sh600356,恒丰纸业,2015-01-05,2026-09-02,2758
sh600333,长春燃气,2015-01-05,2026-09-02,2803
sh600359,新农开发,2015-01-05,2026-09-02,2802
sh600360,华微电子,2015-01-05,2026-09-02,2815
sh600362,江西铜业,2015-01-05,2026-09-02,2828
sh600335,国机汽车,2015-01-05,2026-09-02,2686
sh600339,中油工程,2015-01-05,2026-09-02,2681
sh600365,ST通葡,2015-02-17,2026-09-02,2652
sh600363,联创光电,2015-01-05,2026-09-02,2740
sh600367,红星发展,2015-01-05,2026-09-02,2832
sh600368,五洲交通,2015-01-05,2026-09-02,2835
sh600369,西南证券,2015-01-05,2026-09-02,2834
sh600370,*ST三房,2015-01-05,2026-09-02,2822
sh600371,万向德农,2015-01-05,2026-09-02,2835
sh600376,首开股份,2015-01-05,2026-09-02,2819
sh600375,汉马科技,2015-01-05,2026-09-02,2607
sh600378,昊华科技,2015-01-05,2026-09-02,2677
sh600381,*ST春天,2015-01-05,2026-09-02,2724
sh600366,宁波韵升,2015-01-12,2026-09-02,2768
sh600373,中文传媒,2015-01-05,2026-09-01,2832
sh600361,创新新材,2015-01-05,2026-09-02,2825
sh600372,中航机载,2015-01-05,2026-09-02,2808
sh600377,宁沪高速,2015-01-05,2026-09-02,2836
sh600379,宝光股份,2015-01-05,2026-09-02,2728
sh600383,金地集团,2015-01-05,2026-09-02,2835
sh600326,西藏天路,2015-01-05,2026-09-02,2831
sh600385,退市金泰,2015-01-05,2022-06-30,1712
sh600380,健康元,2015-01-05,2026-09-02,2794
sh600382,广东明珠,2015-01-05,2026-09-02,2806
sh600386,北巴传媒,2015-01-05,2026-09-02,2834
sh600387,退市海越,2015-01-05,2025-07-04,2402
sh600393,ST粤泰,2015-01-05,2023-06-08,1905
sh600390,五矿资本,2015-01-05,2026-09-02,2711
sh600388,紫金龙净,2015-01-05,2026-09-02,2813
sh600389,江山股份,2015-01-05,2026-09-02,2685
sh600391,航发科技,2015-01-05,2026-09-02,2832
sh600392,盛和资源,2015-01-05,2026-09-02,2749
sh600395,盘江股份,2015-01-05,2026-09-02,2786
sh600396,华电辽能,2015-01-05,2026-09-02,2827
sh600397,江钨装备,2015-01-05,2026-09-02,2778
sh600399,抚顺特钢,2015-01-26,2026-09-02,2607
sh600398,海澜之家,2015-01-05,2026-09-01,2825
sh600401,退市海润,2015-01-05,2019-07-08,724
sh600400,红豆股份,2015-01-05,2026-09-02,2748
sh600403,大有能源,2015-01-05,2026-09-02,2832
sh600406,国电南瑞,2015-01-05,2026-09-02,2727
sh600405,动力源,2015-01-05,2026-09-02,2813
sh600408,安泰集团,2015-01-05,2026-09-02,2605
sh600409,三友化工,2015-01-05,2026-09-02,2830
sh600410,华胜天成,2015-01-05,2026-09-02,2787
sh600416,湘电股份,2015-01-05,2026-09-02,2791
sh600415,小商品城,2015-01-05,2026-09-02,2828
sh600419,天润乳业,2015-01-05,2026-09-02,2824
sh600423,*ST柳化,2015-03-20,2026-09-02,2574
sh600422,昆药集团,2015-01-05,2026-09-02,2833
sh600418,江淮汽车,2015-01-05,2026-09-02,2823
sh600420,国药现代,2015-01-05,2026-09-02,2725
sh600425,青松建化,2015-01-05,2026-09-02,2834
sh600421,退市华嵘,2015-01-05,2026-06-22,2694
sh600426,华鲁恒升,2015-01-05,2026-09-02,2829
sh600432,退市吉恩,2015-01-05,2018-07-11,451
sh600428,中远海特,2015-01-08,2026-09-02,2749
sh600433,冠豪高新,2015-01-05,2026-09-02,2794
sh600429,三元股份,2015-01-05,2026-09-02,2739
sh600439,ST瑞贝卡,2015-01-05,2026-09-02,2822
sh600435,北方导航,2015-01-05,2026-09-02,2835
sh600438,通威股份,2015-01-05,2026-09-01,2683
sh600436,片仔癀,2015-01-05,2026-09-01,2829
sh600444,国机通用,2015-01-05,2026-09-02,2829
sh600449,宁夏建材,2015-01-05,2026-09-02,2823
sh600446,金证股份,2015-01-05,2026-09-02,2728
sh600452,涪陵电力,2015-01-05,2026-09-02,2791
sh600448,华纺股份,2015-01-05,2026-09-02,2789
sh600455,博通股份,2015-01-05,2026-09-02,2660
sh600456,宝钛股份,2015-01-05,2026-09-02,2836
sh600458,时代新材,2015-01-05,2026-09-02,2836
sh600460,士兰微,2015-01-05,2026-09-02,2751
sh600459,贵研铂业,2015-01-05,2026-09-02,2824
sh600462,退市九有,2015-01-05,2025-07-14,2196
sh600461,洪城环境,2015-01-05,2026-09-01,2691
sh600466,*ST蓝光,2015-01-05,2023-05-09,1961
sh600468,百利电气,2015-01-05,2026-09-02,2650
sh600467,好当家,2015-01-05,2026-09-02,2831
sh600463,空港股份,2015-01-05,2026-09-02,2819
sh600469,风神股份,2015-01-05,2026-09-02,2654
sh600470,六国化工,2015-01-05,2026-09-02,2824
sh600475,华光环能,2015-01-05,2026-09-02,2700
sh600476,*ST湘邮,2015-01-05,2026-09-02,2829
sh600477,杭萧钢构,2015-01-05,2026-09-02,2818
sh600478,科力远,2015-01-05,2026-09-02,2790
sh600479,千金药业,2015-01-05,2026-09-02,2823
sh600480,凌云股份,2015-01-05,2026-09-02,2708
sh600485,*ST信威,2015-01-05,2020-04-20,586
sh600483,福能股份,2015-01-05,2026-09-02,2795
sh600481,双良节能,2015-01-05,2026-09-02,2734
sh600482,中国动力,2015-01-05,2026-09-02,2713
sh600487,亨通光电,2015-01-19,2026-09-02,2774
sh600489,中金黄金,2015-01-05,2026-09-02,2817
sh600490,鹏欣资源,2015-01-12,2026-09-02,2453
sh600486,扬农化工,2015-01-05,2026-09-02,2830
sh600488,津药药业,2015-01-05,2026-09-02,2748
sh600491,ST龙元,2015-01-05,2026-09-02,2820
sh600493,凤竹纺织,2015-01-05,2026-09-02,2827
sh600496,精工钢构,2015-01-05,2026-09-02,2822
sh600495,晋西车轴,2015-01-05,2026-09-02,2836
sh600499,科达制造,2015-01-05,2026-09-02,2716
sh600498,烽火通信,2015-01-05,2026-09-02,2826
sh600500,中化国际,2015-01-05,2026-09-02,2801
sh600497,驰宏锌锗,2015-01-05,2026-09-02,2799
sh600501,航天晨光,2015-01-05,2026-09-02,2834
sh600502,安徽建工,2015-01-05,2026-09-01,2699
sh600506,统一股份,2015-01-05,2026-09-02,2756
sh600503,华丽家族,2015-01-05,2026-09-02,2768
sh600508,上海能源,2015-01-05,2026-09-02,2836
sh600509,天富能源,2015-01-05,2026-09-02,2821
sh600505,西昌电力,2015-01-05,2026-09-02,2835
sh600507,方大特钢,2015-01-05,2026-09-02,2836
sh600510,黑牡丹,2015-01-05,2026-09-02,2826
sh600515,海南机场,2015-01-05,2026-09-02,2554
sh600512,腾达建设,2015-01-05,2026-09-02,2783
sh600511,国药股份,2015-01-05,2026-09-02,2715
sh600513,联环药业,2015-01-05,2026-09-02,2836
sh600517,国网英大,2015-01-05,2026-09-02,2819
sh600516,方大炭素,2015-01-05,2026-09-02,2788
sh600519,贵州茅台,2015-01-05,2026-09-01,2835
sh600520,三佳科技,2015-01-12,2026-09-02,2759
sh600521,华海药业,2015-01-05,2026-09-02,2822
sh600522,中天科技,2015-01-05,2026-09-02,2765
sh600523,贵航股份,2015-01-05,2026-09-02,2836
sh600525,长园集团,2015-01-05,2026-09-02,2684
sh600526,菲达环保,2015-01-05,2026-09-02,2798
sh600518,康美药业,2015-01-05,2026-09-02,2787
sh600528,中铁工业,2015-01-05,2026-09-02,2766
sh600530,ST交昂,2015-01-05,2026-09-02,2615
sh600527,江南高纤,2015-01-05,2026-09-02,2826
sh600531,豫光金铅,2015-01-05,2026-09-02,2816
sh600529,山东药玻,2015-01-05,2026-09-02,2799
sh600533,栖霞建设,2015-01-05,2026-09-02,2736
sh600535,天士力,2015-01-05,2026-09-02,2834
sh600536,中国软件,2015-01-05,2026-09-02,2832
sh600539,狮头股份,2015-01-05,2026-09-02,2585
sh600537,*ST亿晶,2015-01-05,2026-09-02,2810
sh600538,国发股份,2015-01-05,2026-09-02,2719
sh600540,新赛股份,2015-01-05,2026-09-02,2764
sh600543,*ST莫高,2015-01-05,2026-09-02,2809
sh600545,卓郎智能,2015-01-05,2026-09-02,2715
sh600547,山东黄金,2015-01-05,2026-09-02,2800
sh600532,退市未来,2015-01-05,2023-06-19,1917
sh600546,山煤国际,2015-01-05,2026-09-01,2785
sh600548,深高速,2015-01-05,2026-09-02,2835
sh600555,退市海创,2015-01-05,2022-07-06,1681
sh600551,时代出版,2015-01-05,2026-09-02,2714
sh600552,凯盛科技,2015-04-01,2026-09-02,2673
sh600549,厦门钨业,2015-01-05,2026-09-02,2836
sh600557,康缘药业,2015-01-05,2026-09-02,2831
sh600550,保变电气,2015-01-05,2026-09-02,2812
sh600556,天下秀,2015-01-05,2026-09-02,2535
sh600559,老白干酒,2015-01-05,2026-09-02,2639
sh600558,大西洋,2015-01-05,2026-09-02,2738
sh600562,国睿科技,2015-01-05,2026-09-02,2806
sh600563,法拉电子,2015-01-05,2026-09-02,2836
sh600560,金自天正,2015-01-05,2026-09-02,2836
sh600561,江西长运,2015-01-05,2026-09-02,2759
sh600565,ST迪马,2015-01-05,2024-06-21,2201
sh600566,济川药业,2015-01-05,2026-09-02,2832
sh600571,信雅达,2015-01-05,2026-09-02,2739
sh600570,恒生电子,2015-01-05,2026-09-02,2829
sh600567,山鹰国际,2015-01-05,2026-09-02,2818
sh600569,安阳钢铁,2015-01-05,2026-09-02,2822
sh600568,ST中珠,2015-01-05,2026-09-02,2558
sh600573,惠泉啤酒,2015-01-05,2026-09-02,2836
sh600577,精达股份,2015-01-05,2026-09-02,2621
sh600578,京能电力,2015-01-05,2026-09-02,2750
sh600575,淮河能源,2015-09-16,2026-09-02,2614
sh600580,卧龙电驱,2015-01-14,2026-09-02,2813
sh600576,祥源文旅,2015-01-05,2026-09-02,2607
sh600579,中化装备,2015-01-05,2026-09-02,2681
sh600581,*ST八钢,2015-01-05,2026-09-02,2673
sh600572,康恩贝,2015-01-05,2026-09-02,2780
sh600583,海油工程,2015-01-05,2026-09-02,2836
sh600582,天地科技,2015-01-05,2026-09-02,2827
sh600586,金晶科技,2015-01-05,2026-09-02,2836
sh600587,新华医疗,2015-01-05,2026-09-02,2781
sh600588,用友网络,2015-01-05,2026-09-02,2830
sh600589,大位科技,2015-01-05,2026-09-02,2675
sh600592,龙溪股份,2015-01-05,2026-09-02,2797
sh600590,泰豪科技,2015-01-05,2026-09-02,2644
sh600594,益佰制药,2015-01-05,2026-09-02,2831
sh600585,海螺水泥,2015-01-05,2026-09-01,2835
sh600596,新安股份,2015-01-05,2026-09-02,2819
sh600595,中孚实业,2015-01-05,2026-09-02,2773
sh600584,长电科技,2015-01-14,2026-09-02,2667
sh600599,退市熊猫,2015-01-05,2026-06-22,2672
sh600597,光明乳业,2015-01-05,2026-09-02,2761
sh600598,北大荒,2015-01-05,2026-09-02,2829
sh600600,青岛啤酒,2015-01-05,2026-09-02,2836
sh600602,云赛智联,2015-01-05,2026-09-02,2677
sh600593,大连圣亚,2015-01-05,2026-09-02,2758
sh600603,广汇物流,2015-01-05,2026-09-02,2676
sh600604,市北高新,2015-01-05,2026-09-02,2811
sh600601,方正科技,2015-01-05,2026-09-02,2830
sh600605,汇通能源,2015-01-05,2026-09-02,2818
