start,n,cagr,bench_cagr,sharpe,bench_sharpe,excess,win
2017-02-01,2409,0.012093888207733716,0.007333938305839061,0.24305579937727848,0.13560610007179355,0.0035287318576212156,True
2017-03-01,2390,0.012072990485544555,0.007141161536974749,0.24219406491050802,0.13293722887226012,0.0036996550625866386,True
2017-04-01,2367,0.011407359246602411,0.005942897867442731,0.22983764465120404,0.11678979569216799,0.004228815842083823,True
2017-05-01,2348,0.01138443191643157,0.005938969148765683,0.22891446162586204,0.11664309520817062,0.004207216422241068,True
2017-06-01,2326,0.010786429080445581,0.004599964250314947,0.2177889883980675,0.09870688032324394,0.004941476701216755,True
2017-07-01,2304,0.011201784047565333,0.004827357873933069,0.22440129038827458,0.10165252431749908,0.005122003770967326,True
2017-08-01,2284,0.010729235511005353,0.004259934357943473,0.2155812528803068,0.09407015486772241,0.005214356558059534,True
2017-09-01,2261,0.010221999900231094,0.003206828643089521,0.20613302769463496,0.08011921061730591,0.005754878108107636,True
2017-10-01,2241,0.011007422438252146,0.00440965976999208,0.2191572759095237,0.09592863847630982,0.005332070474948126,True
2017-11-01,2219,0.011178541665298969,0.004303110765368379,0.22139776113939647,0.09445790990944589,0.005600073865842726,True
2017-12-01,2198,0.011209289520798471,0.003770281108742113,0.22125719070694924,0.08744372503842197,0.0061575667169962425,True
2018-01-01,2178,0.011622703132379453,0.004278943680987135,0.22765159277152777,0.09403701894841147,0.006056319805803714,True
2018-02-01,2157,0.013207362675355494,0.006789686642056925,0.25374134952245364,0.12653103395282994,0.005120274611895603,True
2018-03-01,2138,0.013378098675967065,0.00718910284169505,0.2560028753591867,0.13158380596335498,0.004890285656595892,True
2018-04-01,2117,0.012831199391789783,0.005939803912627939,0.24599317928867134,0.11530283472145557,0.0055853458401574786,True
2018-05-01,2096,0.014071414926103198,0.007817749625347314,0.2659030200591125,0.13926724931971796,0.004938480694771192,True
2018-06-01,2074,0.01347700936971763,0.00671432242093406,0.2553006993987766,0.1250129037254304,0.005446752793463662,True
2018-07-01,2053,0.013212152269171051,0.0060812886793368826,0.2500649390533369,0.11676067450124863,0.005807543147524184,True
2018-08-01,2032,0.013913777866950028,0.0073556388503432935,0.2607639825054646,0.13280896360240868,0.005227167026781988,True
2018-09-01,2009,0.013249888162311096,0.00622953438170426,0.2488472445890406,0.11831259984243157,0.005680789641252999,True
2018-10-01,1990,0.01435590277670884,0.008171369208948898,0.266113887471683,0.14263314506028846,0.00483672347397565,True
2018-11-01,1967,0.014602362492827536,0.009066462929274488,0.2691579473239009,0.1536331214760814,0.004187672089865943,True
2018-12-01,1946,0.01367959845441713,0.007382564773996236,0.253243137775926,0.1322856245488489,0.004938828396989895,True
2019-01-01,1927,0.011300069638347399,0.0034364343629631477,0.21413331296420057,0.08285755589353343,0.006510147704540683,True
2019-02-01,1906,0.011466868550069842,0.0037957106320953837,0.21622434900803092,0.08732758005763003,0.006311173410416946,True
2019-03-01,1887,0.011830783616246343,0.0046755379820611065,0.2214018019157866,0.09822816090805017,0.005788190739145407,True
2019-04-01,1866,0.009872220483616578,0.0011991764536545269,0.18948128015063925,0.05507094960774405,0.007313933772703912,True
2019-05-01,1845,0.009793325724019919,0.0011428223183607145,0.1875940550584575,0.054485268505437126,0.007282774519020342,True
2019-06-01,1823,0.00662148996315981,-0.004126010047913686,0.13675199366223864,-0.010529255148698081,0.009407707896067055,True
2019-07-01,1803,0.006258307751053627,-0.0045694262568510835,0.1306784442305402,-0.015666357105457673,0.009485399963202329,True
2019-08-01,1781,0.005188670067018064,-0.006522666103006891,0.11353951339802504,-0.03948168859187902,0.010384430409255001,True
2019-09-01,1759,0.002193860490340427,-0.012447877835198962,0.06623927107918524,-0.11286821677547904,0.013396472965378622,True
2019-10-01,1739,0.003166764186810056,-0.010792326800982188,0.08152156654046466,-0.09239427398595555,0.012704953465454145,True
2019-11-01,1716,0.0034595025286525694,-0.0100376307438923,0.08601687546719455,-0.08260780553546618,0.01223501225343958,True
2019-12-01,1696,0.004115415289470681,-0.00901926684469423,0.0961267821239751,-0.0696476283116502,0.011861220768783723,True
2020-01-01,1675,0.004124166655442352,-0.008803814391561082,0.09612609274956917,-0.0666812384321847,0.011655888490994078,True
2020-02-01,1654,0.0014332252683317837,-0.013759806732478674,0.054436880710553845,-0.1271374764359927,0.013985436091731229,True
2020-03-01,1635,-0.0016103845172071862,-0.018778201894016355,0.007489740432963905,-0.18894211432301022,0.016051361313712584,True
2020-04-01,1613,-0.006144887791639575,-0.02611039745921062,-0.065620752063251,-0.30637678730712126,0.019355180417952787,True
2020-05-01,1592,-0.006391511983477094,-0.02683072798169528,-0.06889304768527453,-0.3157443841893767,0.01986230654131391,True
2020-06-01,1572,-0.006080711248700688,-0.025575405177551858,-0.06335441446548981,-0.2983555764852033,0.018896632930894774,True
2020-07-01,1550,-0.006264487498476634,-0.02632771549689028,-0.06552155797237766,-0.3075890715189369,0.01949446036225993,True
2020-08-01,1528,-0.007620591064307125,-0.029456789495043934,-0.08574803108110632,-0.347168888751757,0.021344440363846466,True
2020-09-01,1507,-0.006802694868193515,-0.027615942171602792,-0.07220362679576788,-0.3212673277852858,0.020277082991134787,True
2020-10-01,1486,-0.006893102657706374,-0.027920903234123662,-0.07269751337319129,-0.3232062286855145,0.020495947174190118,True
2020-11-01,1464,-0.005834586765557925,-0.026022504650916933,-0.05566747953144434,-0.2966864171789241,0.0196129528538364,True
2020-12-01,1444,-0.005590960392724442,-0.025823484373875938,-0.051352830595705674,-0.2936750343820413,0.019669333153044963,True
2021-01-01,1422,-0.005981709614662711,-0.026537456558378802,-0.05639328263446449,-0.3007937262626459,0.020005087178296545,True
2021-02-01,1403,-0.004943156424293438,-0.024320805129769085,-0.04014020126128606,-0.2706999801943302,0.018777761335716982,True
2021-03-01,1384,-0.0022059526207846014,-0.018759682768668462,0.0010094957453948817,-0.19919685234699577,0.015864130688585207,True
2021-04-01,1361,0.0004110930902485599,-0.01646415660309042,0.039824911338987225,-0.1690239062151719,0.016132224006613294,True
2021-05-01,1340,-0.0006187956700202113,-0.01773858771117065,0.024757798876080473,-0.18396647299775432,0.016385042442538352,True
2021-06-01,1320,-0.0007579687532656143,-0.01813246349870845,0.0229248599058942,-0.18747574609009507,0.016633300661363842,True
2021-07-01,1298,-0.004128480745416385,-0.021735250066595158,-0.026449198006581402,-0.23203065910138299,0.016915221011557013,True
2021-08-01,1277,-0.006829258183771003,-0.026761115511904854,-0.06540896762964041,-0.29524821180349486,0.019367042000425237,True
2021-09-01,1255,-0.00617258250428232,-0.025968601415094605,-0.05483676704929986,-0.2830912527128726,0.01921311033311384,True
2021-10-01,1234,-0.005006643805298916,-0.02404408308263406,-0.037200953745348334,-0.2579173766973044,0.018426306328909202,True
2021-11-01,1213,-0.0042110051434572915,-0.02418123623729218,-0.025038860035894554,-0.25825434766449445,0.01937465033653584,True
2021-12-01,1192,-0.005966571135521015,-0.02830465883223654,-0.04960629687807945,-0.31081237527446004,0.021881268498313886,True
2022-01-01,1170,-0.0034647146889199565,-0.023772849558136744,-0.013388622764564581,-0.25314464416745197,0.019763418328996557,True
2022-02-01,1150,-0.0015216146662602181,-0.021625167950507174,0.014399773195836893,-0.22536212902191377,0.019526369216149517,True
2022-03-01,1131,-0.0017871566632042812,-0.022307038265171886,0.010845696501689171,-0.23461887295274533,0.019987758795717337,True
2022-04-01,1108,0.0060571994599367684,-0.012392299164690534,0.11995991413641799,-0.11332053372018491,0.01780021158504748,True
2022-05-01,1088,0.01234217562215556,-4.83996934709241e-05,0.2061761870915924,0.0397421161112618,0.011650135338312495,True
2022-06-01,1067,0.011569760976377852,-0.000502483928596642,0.19516747415715963,0.03381076675259831,0.011401490392369214,True
