date,ret
2011-01-05,0.0201814703124717
2011-01-06,-0.0043485731171899
2011-01-07,-0.0021484903514563
2011-01-10,0.001814119539837
2011-01-11,0.0275133202484897
2011-01-12,0.0445389921693401
2011-01-13,0.0116551910904881
2011-01-14,0.0411654872904873
2011-01-18,0.0302533769233439
2011-01-19,-0.0520824220559925
2011-01-20,0.0086317959754458
2011-01-21,-0.0096148957524623
2011-01-24,0.0213453599728681
2011-01-25,0.0126156904275002
2011-01-26,0.0311251754274722
2011-01-27,0.0186911076688871
2011-01-28,-0.0838286625285651
2011-01-31,0.0037851440949781
2011-02-01,0.0474914612444352
2011-02-02,0.0039953519459764
2011-02-03,0.0117636598908337
2011-02-04,0.0234452075702075
2011-02-07,0.0181985883219417
2011-02-08,0.0135504057428214
2011-02-09,-0.0049760655197798
2011-02-10,0.0007140816785553
2011-02-11,0.0161118205088625
2011-02-14,0.0086585124604481
2011-02-15,-0.0134875084430933
2011-02-16,-0.0118332927851583
2011-02-17,-0.0098097797615831
2011-02-18,-0.0105179983156103
2011-02-22,-0.1251336166719626
2011-02-23,-0.0442903887543717
2011-02-24,0.0131752269414009
2011-02-25,0.0610572100373162
2011-02-28,0.0428787273428863
2011-03-01,-0.0731649007512678
2011-03-02,-0.0039196000600344
2011-03-03,0.0516191611583254
2011-03-04,-0.0286101020069466
2011-03-07,-0.0256103118127877
2011-03-08,0.0217277990774273
2011-03-09,-0.0134027569799213
2011-03-10,-0.0508060554569018
2011-03-11,0.0273835207920535
2011-03-14,-0.0133411926067966
2011-03-15,-0.0403810320089024
2011-03-16,-0.0899700759537917
2011-03-17,0.0373387339453794
2011-03-18,0.0300641253083185
2011-03-21,0.0781908664978179
2011-03-22,0.0083881405270351
2011-03-23,0.0338486393830103
2011-03-24,0.0264780951560701
2011-03-25,0.0008120402471114
2011-03-28,-0.0129916767876119
2011-03-29,0.0238871879111909
2011-03-30,0.0187938851345584
2011-03-31,0.0019370498752621
2011-04-01,0.009155298786181
2011-04-04,0.0086231171527086
2011-04-05,0.0185904926720422
2011-04-06,0.0042948497967747
2011-04-07,-0.0087677787640017
2011-04-08,-0.0185814783724047
2011-04-11,0.0099421691563781
2011-04-12,-0.0095882462729423
2011-04-13,0.0172618204412485
2011-04-14,0.0091401439481071
2011-04-15,0.0221517057259203
2011-04-18,-0.0235021658060815
2011-04-19,0.0503389794156964
2011-04-20,0.0413004617443096
2011-04-21,0.0289996570635918
2011-04-25,0.0224428178641174
2011-04-26,0.0218617750912051
2011-04-27,0.013256165311653
2011-04-28,0.0140239723179834
2011-04-29,-0.0028880537787252
2011-05-02,-0.0276304338067832
2011-05-03,-0.022702739145365
2011-05-04,-0.0106807906225076
2011-05-05,-0.0294493658210946
2011-05-06,0.0225948124464965
2011-05-09,0.0331991811328767
2011-05-10,0.0350759996155324
2011-05-11,-0.019827822607425
2011-05-12,0.0108382027019482
2011-05-13,-0.0135362033012861
2011-05-16,-0.0197380186577556
2011-05-17,0.0177514712130869
2011-05-18,0.0276128310483235
2011-05-19,0.023736919061919
2011-05-20,-0.0119819006601819
2011-05-23,-0.0336418236596083
2011-05-24,0.0016789408598634
2011-05-25,0.0285975824055882
2011-05-26,0.0209486939435968
2011-05-27,0.0174750787091695
2011-05-31,0.0283439324520554
2011-06-01,-0.0633040513304261
2011-06-02,0.0121297725708079
2011-06-03,-0.000706127602556
2011-06-06,-0.0164764273941961
2011-06-07,0.0128869448225265
2011-06-08,-0.0167235579321068
2011-06-09,0.0320343073593072
2011-06-10,-0.0349439283477949
2011-06-13,-0.0155299520736086
2011-06-14,0.0301077714399227
2011-06-15,-0.0840117365053352
2011-06-16,-0.0531287792894934
2011-06-17,0.0193485939151065
2011-06-20,0.0446164092565967
2011-06-21,0.0318834317606248
2011-06-22,-0.0105903146022952
2011-06-23,0.0006788736126262
2011-06-24,-0.041255834803057
2011-06-27,0.0172578063241105
2011-06-28,0.0393608237547892
2011-06-29,0.049956261040515
2011-06-30,0.0408378058879791
2011-07-01,0.0399577245434074
2011-07-05,-0.004650810392572
2011-07-06,-0.0155448737078844
2011-07-07,0.0271780808984297
2011-07-08,-0.0111372605363983
2011-07-11,-0.08346528021395
2011-07-12,-0.0248718793730756
2011-07-13,0.0007149712582014
2011-07-14,-0.0363897279329936
2011-07-15,0.0099854493429417
2011-07-18,-0.0216293222564804
2011-07-19,0.0482957883401191
2011-07-20,0.020732659774436
2011-07-21,0.0511413127480679
2011-07-22,0.0078794594779712
2011-07-25,-0.0383452904092708
2011-07-26,-0.0207127347357792
2011-07-27,-0.0592424185463658
2011-07-28,-0.0231423637731777
2011-07-29,0.0185687052251117
2011-08-01,0.0417746645328757
2011-08-02,-0.0695219449610801
2011-08-03,-0.0060796238785369
2011-08-04,-0.1967854055759838
2011-08-05,-0.0511334180488674
2011-08-08,-0.1466581238909735
2011-08-09,0.0988857985985566
2011-08-10,-0.120580119540424
2011-08-11,0.0406820581410203
2011-08-12,-0.0072419679701315
2011-08-15,0.0563383570062823
2011-08-16,-0.0228157647907646
2011-08-17,-0.0199904736629258
2011-08-18,-0.2068050708404371
2011-08-19,-0.0505151235379155
2011-08-22,-0.0304653393541324
2011-08-23,0.0477018603535467
2011-08-24,0.0202021297875391
2011-08-25,-0.0207170515615424
2011-08-26,0.0167445525729446
2011-08-29,0.0626295219449713
2011-08-30,-0.0120941918929777
2011-08-31,-0.0018986887095672
2011-09-01,-0.0127663357339112
2011-09-02,-0.0504751651527662
2011-09-06,-0.0299674528301886
2011-09-07,0.0362184181002243
2011-09-08,-0.0164023829735629
2011-09-09,-0.0953265501779283
2011-09-12,-0.0100092722527285
2011-09-13,0.0107717678511484
2011-09-14,0.0262650097933695
2011-09-15,0.0499845191619817
2011-09-16,0.0199308616929819
2011-09-19,-0.0340598485983173
2011-09-20,0.0010536656869998
2011-09-21,-0.054313367270473
2011-09-22,-0.1010131240623913
2011-09-23,-0.0104136434298804
2011-09-26,0.0345402133580704
2011-09-27,0.0188288401104474
2011-09-28,-0.0639750447828034
2011-09-29,0.0173918245198631
2011-09-30,-0.0733931684295087
2011-10-03,-0.0651259256025147
2011-10-04,0.0695963319276049
2011-10-05,0.050930539815456
2011-10-06,0.0166149364253719
2011-10-07,-0.0182415273691818
2011-10-10,0.0723079828250963
2011-10-11,0.0118011904761903
2011-10-12,0.0674270552799432
2011-10-13,0.0018508259655653
2011-10-14,0.0580992136018897
2011-10-17,-0.1059396547156077
2011-10-18,0.0394596241352091
2011-10-19,-0.0682279991954725
2011-10-20,-0.0096598188122955
2011-10-21,0.054575363806642
2011-10-24,0.0610361597140723
2011-10-25,-0.0649838172898436
2011-10-26,0.0414261892056715
2011-10-27,0.1311878549159335
2011-10-28,0.0081129455003396
2011-10-31,-0.1063041324611173
2011-11-01,-0.1478877192762839
2011-11-02,0.0311599206349205
2011-11-03,0.0469835783001512
2011-11-04,-0.0188352552389352
2011-11-07,0.0091040016269883
2011-11-08,0.0465612917700675
2011-11-09,-0.1868881540843092
2011-11-10,0.061323593867829
2011-11-11,0.0436342004703115
2011-11-14,-0.0255943597001288
2011-11-15,0.0102970783308601
2011-11-16,-0.0478488822246455
2011-11-17,-0.0496122298752548
2011-11-18,0.0346725488868383
2011-11-21,-0.0125159139547159
2011-11-22,0.0222874327142573
2011-11-23,-0.0465166478083514
2011-11-25,-0.0131920668209429
2011-11-28,0.0482980543997533
2011-11-29,0.0205046718687474
2011-11-30,0.088659679864455
2011-12-01,0.0237718819781396
2011-12-02,-0.0001035714285714
2011-12-05,0.0028533749298219
2011-12-06,0.003351457982494
2011-12-07,-0.0285395903859174
2011-12-08,-0.046749301574813
2011-12-09,0.0694832637866142
2011-12-12,-0.0052102877808555
2011-12-13,0.005063890347303
2011-12-14,-0.0039141087875156
2011-12-15,0.0398028343693236
2011-12-16,0.0042072514279629
2011-12-19,0.0093774168538123
2011-12-20,0.0617989390994492
2011-12-21,0.0678163448594077
2011-12-22,-0.0032992532582787
2011-12-23,-0.0243358798952055
2011-12-27,0.0084694890785839
2011-12-28,-0.043066721871509
2011-12-29,0.0243504628332305
2011-12-30,-0.0153850727690539
2012-01-03,0.0524943952997095
2012-01-04,0.019550735791947
2012-01-05,0.0222197614308057
2012-01-06,0.0150215012881242
2012-01-09,0.0151101315875828
2012-01-10,0.0199924093752677
2012-01-11,-0.016632497048406
2012-01-12,0.0146518142125865
2012-01-13,-0.026539208095626
2012-01-17,0.0079425443260524
2012-01-18,0.0362940785931102
2012-01-19,0.0268601357365374
2012-01-20,0.0306478479193821
2012-01-23,0.0250663891182677
2012-01-24,-0.0048318529365885
2012-01-25,0.0434198901201851
2012-01-26,-0.0007921233796763
2012-01-27,0.0212317183462531
2012-01-30,-0.0295441247696197
2012-01-31,-0.0004358837588901
2012-02-01,0.0264873154623153
2012-02-02,0.031524671592775
2012-02-03,0.0531424791578351
2012-02-06,0.0109667144722727
2012-02-07,-0.008998945362614
2012-02-08,-0.0230564377966645
2012-02-09,-0.0490280679706302
2012-02-10,-0.0857195947515938
2012-02-13,0.0771674682767089
2012-02-14,-0.0311372498274671
2012-02-15,-0.0572539156626506
2012-02-16,0.0375140085948909
2012-02-17,0.0158187896790847
2012-02-21,0.0006089045597006
2012-02-22,0.027345326903188
2012-02-23,0.0638014925923035
2012-02-24,-0.0352975333851937
2012-02-27,-0.0113224672654458
2012-02-28,0.011980072463768
2012-02-29,0.0132545852476781
2012-03-01,0.021822654448741
2012-03-02,-0.0071157793585828
2012-03-05,0.0030484436487968
2012-03-06,-0.0767978386500229
2012-03-07,0.0487740489072094
2012-03-08,0.0389607278292431
2012-03-09,0.0216067986494781
2012-03-12,0.0455437175448369
2012-03-13,0.0440778973034996
2012-03-14,-0.0310577681949971
2012-03-15,0.0157742063492063
2012-03-16,0.0018636231853973
2012-03-19,0.0578512069419745
2012-03-20,0.047273070249044
2012-03-21,0.0491337923528297
2012-03-22,-0.0105927946786596
2012-03-23,0.0693034194528874
2012-03-26,0.090123852079391
2012-03-27,-0.0952506191046137
2012-03-28,-0.0085679612282071
2012-03-29,0.0036934068497804
2012-03-30,0.0270964805893348
2012-04-02,3.789721367998899e-05
2012-04-03,-0.0174366171300734
2012-04-04,-0.0245628007277676
2012-04-05,-0.0218321070821674
2012-04-09,-0.0609740662931837
2012-04-10,-0.0815538217655634
2012-04-11,0.0248561965811965
2012-04-12,0.0860724466768784
2012-04-13,-0.056110348863766
2012-04-16,0.0167899635036495
2012-04-17,0.0546755893446488
2012-04-18,-0.0160009423434207
2012-04-19,-0.0080750081819668
2012-04-20,0.0326436786962291
2012-04-23,-0.0324483469279861
2012-04-24,0.0239879727862122
2012-04-25,0.062104671835497
2012-04-26,0.035170886517263
2012-04-27,0.0013663858505504
2012-04-30,-0.0228518838545195
2012-05-01,0.0311573945217582
2012-05-02,-0.0091727677262636
2012-05-03,-0.0212923298100956
2012-05-04,-0.0438975507462348
2012-05-07,0.0156108998818932
2012-05-08,-0.0097763360850663
2012-05-09,-0.0387562479864866
2012-05-10,0.0313403536953905
2012-05-11,-0.0128964588634435
2012-05-14,-0.0591474241064751
2012-05-15,-0.0514309594419023
2012-05-16,-0.0326660257591108
2012-05-17,-0.0491946065751672
2012-05-18,-0.0627365976450834
2012-05-21,0.1089612329420077
2012-05-22,-0.0345076317108664
2012-05-23,0.0158509474443684
2012-05-24,-0.008200949936971
2012-05-25,0.0104669818302454
2012-05-29,0.0470414588583807
2012-05-30,-0.067594729880256
2012-05-31,-0.0144798816498371
2012-06-01,-0.0849330865229379
2012-06-04,0.0422806316116987
2012-06-05,0.0219982442023603
2012-06-06,0.0719002118629167
2012-06-07,0.0108831252107749
2012-06-08,0.054210456248635
2012-06-11,-0.0829361256958116
2012-06-12,0.0159329522237937
2012-06-13,-0.0508878307512112
2012-06-14,0.0626030698325842
2012-06-15,0.0417409527477575
2012-06-18,0.0848068868700056
2012-06-19,0.0218935014886457
2012-06-20,0.0416755403579871
2012-06-21,-0.113760461952691
2012-06-22,0.1030528992936887
2012-06-25,-0.0840739264308765
2012-06-26,0.0294494671015794
2012-06-27,-0.0065644289471213
2012-06-28,0.031831163458291
2012-06-29,0.065271966775914
2012-07-02,0.0647780253025301
2012-07-03,0.0220870176903763
2012-07-05,-0.0360130710659897
2012-07-06,0.010369576157807
2012-07-09,0.0097062429582814
2012-07-10,-0.0297602890116811
2012-07-11,0.0339196541656385
2012-07-12,-0.0101399261157138
2012-07-13,0.0576668145707224
2012-07-16,0.0103698788697115
2012-07-17,0.0376529125486672
2012-07-18,-0.0111253664358823
2012-07-19,0.0248544957573222
2012-07-20,-0.054435592930105
2012-07-23,-0.063370989380331
2012-07-24,-0.0429352409638554
2012-07-25,0.0114560512052488
2012-07-26,0.0758775974025974
2012-07-27,0.0280131989760063
2012-07-30,-0.019038996487966
2012-07-31,-0.0299048033052822
2012-08-01,0.0219565338081015
2012-08-02,0.0213959939930869
2012-08-03,0.0683211414910459
2012-08-06,0.0221797118989329
2012-08-07,-0.0261937002203014
2012-08-08,0.0403659991742361
2012-08-09,0.0047228485370051
2012-08-10,0.0188696865751949
2012-08-13,0.0264986822001527
2012-08-14,-0.0567321005917158
2012-08-15,0.001101984126984
2012-08-16,0.0203264935382776
2012-08-17,0.027702474723877
2012-08-20,-0.0019213715006607
2012-08-21,-0.026473362720403
2012-08-22,-0.0065689672801636
2012-08-23,-0.0208197117896325
2012-08-24,0.0397116949752299
2012-08-27,-0.0085311596778015
2012-08-28,-0.0181893274853801
2012-08-29,-0.0037305299125573
2012-08-30,-0.0218276045159848
2012-08-31,0.0333797312715291
2012-09-04,0.0078384513136957
2012-09-05,0.0270194300974292
2012-09-06,0.1029441119691119
2012-09-07,0.0573423661555017
2012-09-10,-0.0556846348096348
2012-09-11,0.0060551677446494
2012-09-12,0.0279980158730157
2012-09-13,0.0729062074691054
2012-09-14,-0.0302232784657201
2012-09-17,0.0054046342446675
2012-09-18,0.0242260123347583
2012-09-19,0.0026191036488629
2012-09-20,0.0105223110134828
2012-09-21,0.0058128196294594
2012-09-24,0.01381974393531
2012-09-25,-0.0766267027259236
2012-09-26,-0.0396961601247912
2012-09-27,0.0898039102907079
2012-09-28,-0.0317522870178666
2012-10-01,-0.0080023863204664
2012-10-02,0.0205667602904178
2012-10-03,0.0041334548702629
2012-10-04,0.0237391916021745
2012-10-05,0.0134753408738766
2012-10-08,-0.0111914807979265
2012-10-09,-0.0446723872964085
2012-10-10,0.0124105564644735
2012-10-11,0.0130957667076669
2012-10-12,-0.0107659035409034
2012-10-15,0.0362729160374509
2012-10-16,0.0224066702801068
2012-10-17,0.0111983445566777
2012-10-18,0.0033794276885933
2012-10-19,-0.0638071148353038
2012-10-22,0.0117515082764011
2012-10-23,-0.0781029291131403
2012-10-24,-0.0056240667623832
2012-10-25,0.0263903280502606
2012-10-26,0.0029844472148886
2012-10-31,-0.0173749337943208
2012-11-01,0.07939565501306
2012-11-02,-0.0276007661480434
2012-11-05,-0.0168345747935148
2012-11-06,0.0346579120589782
2012-11-07,-0.0786569603564284
2012-11-08,-0.0066728418479176
2012-11-09,0.0009070092526122
2012-11-12,0.0626363905656158
2012-11-13,-0.0006331972241391
2012-11-14,-0.0333590247973294
2012-11-15,-0.008925393116748
2012-11-16,0.0436463864993586
