Date,Open,High,Low,Close
2018-01-02,198.8699951171875,198.8699951171875,195.9600067138672,197.22000122070312
2018-01-03,197.0,200.0,197.0,199.7899932861328
2018-01-04,200.89999389648438,202.1300048828125,200.00999450683594,200.69000244140625
2018-01-05,201.0,201.6699981689453,199.30999755859375,201.4199981689453
2018-01-08,201.14999389648438,203.07000732421875,199.8000030517578,202.74000549316406
2018-01-09,203.33999633789062,204.39999389648438,202.5800018310547,203.02000427246094
2018-01-10,203.0,205.72000122070312,202.5,205.61000061035156
2018-01-11,205.9600067138672,207.27999877929688,205.72000122070312,206.69000244140625
2018-01-12,207.27000427246094,210.38999938964844,206.8000030517578,210.16000366210938
2018-01-16,213.1199951171875,214.02999877929688,209.36000061035156,210.2899932861328
2018-01-17,211.9199981689453,214.5,211.13999938964844,214.16000366210938
2018-01-18,215.6699981689453,215.77999877929688,213.05999755859375,213.19000244140625
2018-01-19,213.4499969482422,214.3000030517578,212.11000061035156,213.25
2018-01-22,213.2899932861328,216.0800018310547,213.25,215.97000122070312
2018-01-23,216.0399932861328,216.35000610351562,212.77000427246094,215.55999755859375
2018-01-24,216.1199951171875,216.88999938964844,214.58999633789062,215.61000061035156
2018-01-25,216.24000549316406,216.5,214.27999877929688,215.10000610351562
2018-01-26,215.52000427246094,217.33999633789062,215.14999389648438,217.19000244140625
2018-01-29,217.14999389648438,217.6199951171875,215.19000244140625,215.4600067138672
2018-01-30,214.97000122070312,216.6199951171875,214.10000610351562,214.41000366210938
2018-01-31,214.99000549316406,215.0500030517578,213.3699951171875,214.3800048828125
2018-02-01,214.49000549316406,217.5,214.02999877929688,217.25
2018-02-02,216.16000366210938,216.5800018310547,207.8699951171875,209.1199951171875
2018-02-05,205.49000549316406,207.10000610351562,196.0,196.8000030517578
2018-02-06,193.14999389648438,201.9199981689453,190.17999267578125,201.24000549316406
2018-02-07,202.0,204.47999572753906,200.0,200.3699951171875
2018-02-08,200.3699951171875,200.99000549316406,191.0399932861328,191.4199981689453
2018-02-09,195.67999267578125,197.57000732421875,189.3000030517578,196.02000427246094
2018-02-12,198.50999450683594,200.66000366210938,196.13999938964844,198.88999938964844
2018-02-13,197.5800018310547,198.83999633789062,195.9199981689453,197.99000549316406
2018-02-14,197.0399932861328,200.75999450683594,195.99000549316406,200.5399932861328
2018-02-15,202.3800048828125,203.89999389648438,200.30999755859375,203.89999389648438
2018-02-16,203.99000549316406,206.32000732421875,203.16000366210938,203.7899932861328
2018-02-20,203.33999633789062,204.6999969482422,202.35000610351562,203.0500030517578
2018-02-21,202.5,205.22000122070312,200.77000427246094,201.02000427246094
2018-02-22,201.57000732421875,203.27999877929688,200.16000366210938,200.72999572753906
2018-02-23,201.38999938964844,202.97000122070312,200.80999755859375,202.75999450683594
2018-02-26,207.7100067138672,211.13999938964844,205.36000061035156,210.6199951171875
2018-02-27,212.0,213.1300048828125,209.64999389648438,209.66000366210938
2018-02-28,211.0,211.5399932861328,200.47000122070312,207.1999969482422
2018-03-01,206.82000732421875,208.57000732421875,200.27999877929688,201.52999877929688
2018-03-02,199.97999572753906,201.97000122070312,198.97999572753906,201.33999633789062
2018-03-05,199.60000610351562,204.1300048828125,199.1199951171875,203.24000549316406
2018-03-06,204.86000061035156,204.86000061035156,202.3699951171875,204.5500030517578
2018-03-07,202.35000610351562,204.8300018310547,201.75,204.3000030517578
2018-03-08,204.32000732421875,205.49000549316406,203.02999877929688,205.2899932861328
2018-03-09,206.9499969482422,213.24000549316406,206.25,212.94000244140625
2018-03-12,213.1999969482422,213.36000061035156,211.24000549316406,211.82000732421875
2018-03-13,212.69000244140625,213.0399932861328,208.8000030517578,209.1300048828125
2018-03-14,210.39999389648438,210.39999389648438,206.22999572753906,206.99000549316406
2018-03-15,208.2899932861328,209.32000732421875,207.61000061035156,207.82000732421875
2018-03-16,208.55999755859375,208.97000122070312,206.4600067138672,206.9600067138672
2018-03-19,206.8699951171875,207.05999755859375,202.63999938964844,203.99000549316406
2018-03-20,204.25,205.60000610351562,203.8000030517578,204.75
