Date,Open,High,Low,Close
2018-01-02,3.594616408196944,3.6434753933876958,3.580656545912268,3.6295158863067627
2018-01-03,3.6295158863067627,3.6295158863067627,3.6295158863067627,3.6295158863067627
2018-01-04,4.194882529452532,4.2367610492726895,4.020386565646161,4.0552849769592285
2018-01-05,3.950588357374714,4.041325869691983,3.915688877001899,3.9994473457336426
2018-01-08,3.9366283635915833,3.992467459294934,3.929648609830072,3.9505882263183594
2018-01-09,3.95756702229497,3.999446245136205,3.8668288245401836,3.9156877994537354
2018-01-10,3.880789337588103,3.894748844084145,3.8179712031521844,3.8389108180999756
2018-01-11,3.8249510324235207,3.8249510324235207,3.7691122949220657,3.8109915256500244
2018-01-12,3.7970318515716106,3.873809497828972,3.7900520978394647,3.8179714679718018
2018-01-15,3.8319317203945946,3.838911474836668,3.699314254772469,3.713273763656616
2018-01-16,3.6853536781467517,3.755152274683773,3.678373925054166,3.7481725215911865
2018-01-17,3.7621323507697984,3.8249511996074714,3.6853539945484757,3.804011583328247
2018-01-18,3.790051675152303,3.8249507951246473,3.769112061087412,3.7760918140411377
2018-01-19,3.7760920483088136,3.8458899373800306,3.7551524329448345,3.8109915256500244
2018-01-22,3.831931997280966,3.859850661862808,3.769113137151797,3.8249518871307373
2018-01-23,3.817972132184323,3.8458907967661657,3.7900527571948532,3.8249518871307373
2018-01-24,3.8109914499041633,3.873809229136354,3.762132111556832,3.8389108180999756
2018-01-25,3.817971622728117,3.8947492720975565,3.797032005479167,3.8458902835845947
2018-01-26,3.845890397394905,3.8807898789105137,3.7900523636220167,3.797032117843628
2018-01-29,3.804012044090078,3.8249516629056184,3.6923341954751265,3.706294059753418
2018-01-30,3.6993134274763273,3.7272327942046606,3.6644139526631294,3.6783738136291504
2018-01-31,3.6783739458659195,3.685353698997996,3.601595951005632,3.6085760593414307
2018-02-01,3.6295157853153355,3.643475292007845,3.4829384786178563,3.4899182319641113
2018-02-02,3.4899187001707324,3.531797936274234,3.4061612935750696,3.524818181991577
2018-02-05,3.5317977256960016,3.5317977256960016,3.46897887528623,3.503878355026245
2018-02-06,3.455020154879181,3.455020154879181,3.21072556727919,3.2246854305267334
2018-02-07,3.294482981454561,3.3154225965343964,3.168846001383011,3.238644599914551
2018-02-08,3.2386450632335033,3.2944834527617255,3.2107256908675015,3.2735438346862793
2018-02-09,3.1967653899291504,3.238644620353113,2.9943500567566144,3.0990474224090576
2018-02-12,3.119987221475234,3.161866454367051,3.1060273587767107,3.1409268379211426
2018-02-13,3.175826065598771,3.308442811945968,3.1618665576480196,3.2107255458831787
2018-02-14,3.217704984834716,3.245624353206586,3.196765369754881,3.238644599914551
2018-02-22,3.2805235306978453,3.496898751491365,3.238645005698492,3.3991811275482178
2018-02-23,3.4899183411758745,3.5876366671000532,3.4201204503253737,3.4410600662231445
2018-02-26,3.489918277097663,3.5248177546877413,3.406160880655676,3.5178380012512207
2018-02-27,3.5178385176515854,3.5178385176515854,3.4480402626328828,3.4619994163513184
2018-02-28,3.420119899496361,3.5178374992750987,3.4131401470558127,3.4689781665802
2018-03-01,3.4340797595811448,3.489917779105532,3.4340797595811448,3.4689781665802
2018-03-02,3.4480402532431027,3.5178385080717294,3.434080744358893,3.496898889541626
2018-03-05,3.4899183312473525,3.503878193540733,3.4550199187270008,3.475958824157715
2018-03-06,3.4829386610852775,3.5527372638156973,3.468978798457693,3.5317976474761963
2018-03-07,3.5108579470855523,3.524817809378933,3.468978715409153,3.475958824157715
2018-03-08,3.4689785854133066,3.790051854091793,3.448039680767253,3.6993136405944824
2018-03-09,3.685354552958142,3.7551531660636157,3.6085768955108706,3.657435178756714
2018-03-12,3.6295157561569957,3.6853537824784497,3.587636526008446,3.664414167404175
2018-03-13,3.643475180205536,3.6574343312659674,3.601595951005632,3.6085760593414307
2018-03-14,3.608576543740861,3.629516161151655,3.5666973089192733,3.5736770629882812
2018-03-15,3.5666967839708725,3.6644140369624467,3.5457571696419827,3.5806562900543213
2018-03-16,3.559717017527614,3.580656633867115,3.5248178937642796,3.5317976474761963
2018-03-19,3.559717178344727,3.6015964129157045,3.5317978070319977,3.5597171783447266
2018-03-20,3.5457577413797723,3.594616730957573,3.4899186424310185,3.566697359085083
2018-03-21,3.55971724971413,3.6225361028300624,3.5248181236744616,3.566697359085083
2018-03-22,3.5317978281666935,3.5806568170572897,3.5038784566868917,3.5736770629882812
2018-03-23,3.5038784566868917,3.5806568170572897,3.350322091149865,3.5736770629882812
2018-03-26,3.50387842855146,3.6085765147647253,3.4271007792051096,3.594616651535034
2018-03-27,3.64347580056884,3.64347580056884,3.5946168099177913,3.6225361824035645
2018-03-28,3.573677093268416,3.804011821127491,3.566697339140268,3.7202537059783936
2018-03-29,3.6923337258783593,3.762132327985135,3.6364956966819344,3.671394109725952
2018-03-30,3.6923334082454766,3.797031480000865,3.671393793894399,3.734212636947632
2018-04-02,3.7342129864222318,3.7342129864222318,3.636495724182029,3.650454521179199
2018-04-03,3.6364958934594416,3.6364958934594416,3.5527374243174865,3.5597171783447266
2018-04-04,3.566697499574041,3.5946168725462493,3.4899187798957327,3.496898889541626
2018-04-09,3.489917779105532,3.5178374992750987,3.4550193721064764,3.4689781665802
2018-04-10,3.482938738222988,3.5108581088927444,3.46897887528623,3.503878355026245
2018-04-11,3.5108580589294434,3.531797675434707,3.496898551395103,3.5108580589294434
2018-04-12,3.510858407986684,3.5178385176515854,3.4619994163513184,3.4619994163513184
2018-04-13,3.482938879789906,3.4899186339401034,3.4271008465883286,3.4340806007385254
2018-04-16,3.4689787252781037,3.4689787252781037,3.378241218529832,3.4410600662231445
2018-04-17,3.441060435056392,3.468979097103839,3.385221690146371,3.406161308288574
2018-04-18,3.427100715024257,3.4410602227887552,3.329382384653969,3.385221481323242
2018-04-19,3.385221278541537,3.4689786753150473,3.3712614164095034,3.4480397701263428
2018-04-20,3.4480392644622415,3.4829380266649834,3.392200534530481,3.4689781665802
2018-04-23,3.4689786753150473,3.4759587839829336,3.385221278541537,3.4480397701263428
2018-04-24,3.434080753710658,3.4689791708124305,3.4131411351235315,3.4619994163513184
2018-04-25,3.448039366632403,3.448039366632403,3.4131402481918656,3.4201200008392334
2018-04-26,3.427100108690299,3.4340798613376666,3.3154222903139234,3.4201200008392334
2018-04-27,3.4061612289339633,3.4410603548887226,3.357301884271262,3.4340806007385254
2018-05-02,3.4340806087885607,3.4480401171216783,3.392201373381659,3.3991811275482178
2018-05-03,3.399180437196477,3.4061605451491954,3.3503214575459617,3.3782408237457275
2018-05-04,3.3782408237457275,3.399180437196477,3.364281318247696,3.3782408237457275
2018-05-07,3.385221690146371,3.406161308288574,3.378241580629782,3.406161308288574
2018-05-08,3.413140696760698,3.461998971713428,3.392201080862927,3.4410600662231445
2018-05-09,3.441059613532942,3.461998516268598,3.42710010824004,3.455019474029541
2018-05-10,3.46211451250947,3.46211451250947,3.433736145907278,3.447925329208374
2018-05-11,3.4479255653377217,3.4621147496105564,3.4124527851750135,3.4195475578308105
2018-05-14,3.4195474387549853,3.4195474387549853,3.3840746598275144,3.3911690711975098
2018-05-15,3.3911691304873446,3.4124527260081914,3.3911691304873446,3.40535831451416
2018-05-16,3.4053583453569414,3.433736352628843,3.391169161201612,3.4266419410705566
2018-05-17,3.4337360481206463,3.4337360481206463,3.3769800386100397,3.3840744495391846
2018-05-18,3.384074777668103,3.4266419694478487,3.369885954434027,3.4195475578308105
2018-05-21,3.469208711377199,3.49049230450724,3.4337359358142265,3.440830707550049
2018-05-22,3.447925096934202,3.4833978722779038,3.4337359145889796,3.4763031005859375
2018-05-23,3.469209103886698,3.469209103886698,3.4195475013107473,3.4337363243103027
2018-05-24,3.426641850124981,3.4337362614949765,3.3840746598275144,3.3911690711975098
2018-05-25,3.376980366051065,3.4337363810648864,3.376980366051065,3.4195475578308105
2018-05-28,3.4195477371485237,3.4337365611266475,3.3698861311475348,3.3769805431365967
2018-05-29,3.369885837087523,3.398263843606252,3.334413058160052,3.3911690711975098
2018-05-30,3.362791413969259,3.362791413969259,3.2067125424238347,3.2209017276763916
2018-05-31,3.227995721928611,3.2705629111372994,3.21380689955154,3.235090494155884
2018-06-01,3.2492789740322032,3.2492789740322032,3.149955783707237,3.1712393760681152
2018-06-04,3.178334415977265,3.192523600707582,3.1499564075554023,3.1641452312469482
2018-06-05,3.1712400339782576,3.1854288578033447,3.149956437201853,3.1854288578033447
2018-06-06,3.178334415977265,3.178334415977265,3.1570508194011753,3.1641452312469482
2018-06-07,3.1783344436412637,3.185428855548786,3.1286728382110596,3.1286728382110596
2018-06-08,3.1215790503924845,3.1215790503924845,3.0080664777221116,3.0648226737976074
2018-06-11,3.0506333419450744,3.0506333419450744,3.0222551583777424,3.0435385704040527
2018-06-12,3.064822702308682,3.0719174750982687,3.036444694266633,3.0577282905578613
2018-06-13,3.0577282905578613,3.064822702308682,2.9867829094139733,3.0577282905578613
2018-06-14,3.0293502543347266,3.0648226737976074,3.0222556621305214,3.0648226737976074
2018-06-15,3.0648222305020685,3.0861058235168457,3.0151606338138253,3.0861058235168457
2018-06-19,3.0506335400925138,3.178334020544888,3.0222553546819366,3.1428616046905518
2018-06-20,3.1073898983913346,3.1286727726290042,3.06482270576093,3.1144843101501465
2018-06-21,3.1002949375387168,3.135766629011612,3.0009715658320815,3.0435385704040527
2018-06-22,3.022255482290746,3.0577280801622058,2.9867827038999155,3.050633668899536
2018-06-25,3.0932001937698494,3.0932001937698494,3.02934977659829,3.0364441871643066
2018-06-26,3.022255185512921,3.050633369335045,3.0009715927761658,3.0364441871643066
2018-06-27,3.0435388965981254,3.0577280801622058,3.0151608905087057,3.050633668899536
2018-06-28,3.0435387352911585,3.057727918103215,2.9442155387229296,2.958404541015625
2018-06-29,2.9654994037072444,3.0009720029437172,2.880365743201718,2.993877410888672
2018-07-02,2.9867827848235695,2.99387737679783,2.9016493058068225,2.944215774536133
2018-07-03,2.958404571195547,2.9796881651113933,2.9300263858012974,2.96549916267395
2018-07-04,2.96549916267395,2.9725935736329903,2.9158381054413054,2.96549916267395
2018-07-05,2.965499372870379,2.9867827877754443,2.9300265934833933,2.9725937843322754
2018-07-06,2.96549916267395,2.9796881651113933,2.908743694482265,2.96549916267395
2018-07-09,2.9796883777649943,3.000971973199803,2.965499374314914,2.9867827892303467
2018-07-10,2.993877410888672,3.015161006534431,2.9654994037072444,2.993877410888672
2018-07-11,2.965499058649187,2.965499058649187,2.908743592448389,2.9158380031585693
2018-07-12,2.894554927311809,3.03644460218019,2.894554927311809,2.993877410888672
