date,px,fd,px_long,px_short,fd_long,fd_short,cost
2020-03-31 00:00:00+00:00,0.0012123450938172258,0.00041482219928829726,0.010711850162277528,-0.009499505068460302,0.000304054042740392,0.00011076815654790522,0.00017791196834260337
2020-04-01 00:00:00+00:00,0.0003415678689364654,3.4689999999999995e-05,0.005454891294618254,-0.005113323425681789,0.00011449999999999999,-7.981000000000001e-05,0.0
2020-04-02 00:00:00+00:00,-0.009583408233359906,-0.0002662520599985655,0.01035606102848639,-0.019939469261846293,0.00013170497907053988,-0.00039795703906910537,0.0
2020-04-03 00:00:00+00:00,-0.003516206287730885,6.459062684346681e-05,0.007662530047209555,-0.01117873633494044,0.00014879302678230636,-8.420239993883955e-05,0.0006965191723630579
2020-04-04 00:00:00+00:00,0.007904624682550116,0.00029346833333333334,0.011573297430322352,-0.003668672747772235,0.00014346833333333332,0.00015000000000000001,0.0
2020-04-05 00:00:00+00:00,0.0027173783431966676,0.0004545650664178445,-0.005733727205089993,0.00845110554828666,0.0002916734967286583,0.0001628915696891862,0.0
2020-04-06 00:00:00+00:00,-0.018826895802660584,9.312140312763988e-05,0.05044332060430652,-0.06927021640696711,-5.54438670322058e-05,0.00014856527015984566,0.0005603853372179958
2020-04-07 00:00:00+00:00,0.002842582672218762,0.000124445,0.0004430540915769665,0.0023995285806417965,-2.5555000000000002e-05,0.00015000000000000001,0.0
2020-04-08 00:00:00+00:00,0.004532295024270602,0.00018687528295236068,0.03798536832397868,-0.03345307329970808,-7.029923072686728e-05,0.00025717451367922794,0.0
2020-04-09 00:00:00+00:00,0.002646134633977318,0.0001268446375605833,0.008954920692247967,-0.00630878605827065,-3.247142585513659e-05,0.0001593160634157199,0.0004767080345536022
2020-04-10 00:00:00+00:00,0.02406823813952369,0.00016254,-0.02147206869462126,0.04554030683414495,-3.74925e-05,0.0002000325,0.0
2020-04-11 00:00:00+00:00,-0.003861233082820585,0.00024817257186867715,0.005542297708478426,-0.009403530791299011,0.00017024826111547962,7.792431075319753e-05,0.0
2020-04-12 00:00:00+00:00,0.010445167267782924,0.00023807116608337762,0.0105636201427307,-0.00011845287494777635,9.771291880720517e-05,0.00014035824727617243,0.0004920979098441791
2020-04-13 00:00:00+00:00,0.02060262237509286,0.001443565,0.008888210752303533,0.011714411622789328,0.001184315,0.00025925,0.0
2020-04-14 00:00:00+00:00,-0.004518742121686464,0.0012414554992349436,0.00188213142832379,-0.006400873550010254,0.0014456096160178696,-0.00020415411678292617,0.0
2020-04-15 00:00:00+00:00,-0.018286876426012885,0.0013355926185091994,-0.027875473046910224,0.009588596620897337,0.0012944064539864306,4.118616452276891e-05,0.0002680798714306054
2020-04-16 00:00:00+00:00,0.004139890514202604,0.0016943275,0.049923217814727916,-0.04578332730052531,0.00136381,0.00033051749999999996,0.0
2020-04-17 00:00:00+00:00,-0.002807596269733327,0.0011687110351742646,-0.004747955458418563,0.0019403591886852358,0.001474391566281628,-0.00030568053110736345,0.0
2020-04-18 00:00:00+00:00,-0.0017394593598928088,-0.0005265386364868423,0.04296402007145246,-0.04470347943134527,0.0003524753884763476,-0.0008790140249631898,0.0005883428649854736
2020-04-19 00:00:00+00:00,-0.004674259953970028,0.0013442475,-0.01671601103708298,0.01204175108311295,0.00117668,0.0001675675,0.0
2020-04-20 00:00:00+00:00,0.0020870563811662447,0.0010050028700400312,-0.029062709566510057,0.0311497659476763,0.0007420041856271372,0.00026299868441289384,0.0
2020-04-21 00:00:00+00:00,0.003950701418369452,0.000785571342776339,0.004403102674354103,-0.0004524012559846504,0.0006450716596209066,0.00014049968315543238,4.205736685202176e-05
2020-04-22 00:00:00+00:00,-0.0051204151168776635,0.0005033325,0.03203817951386273,-0.037158594630740394,0.00035333250000000005,0.00015000000000000001,0.0
2020-04-23 00:00:00+00:00,0.017526892760162775,0.0003500761586871086,0.024354270093038047,-0.006827377332875275,0.00018892858029788645,0.00016114757838922214,0.0
2020-04-24 00:00:00+00:00,0.02231986437609929,0.0011075433521238872,0.023089771121267193,-0.0007699067451679027,0.0008309440000000001,0.0002765993521238872,0.00031211904971847583
2020-04-25 00:00:00+00:00,0.0006126593747480813,0.000702895,0.01784997787489212,-0.01723731850014404,0.000110095,0.0005928,0.0
2020-04-26 00:00:00+00:00,0.00010145559969012685,0.0005914781061557716,-0.006141575682804447,0.006243031282494574,0.0003712439060705809,0.0002202342000851906,0.0
2020-04-27 00:00:00+00:00,0.002626776499130957,0.00033157734506491517,-0.001991682302437584,0.004618458801568541,-7.654924382146809e-05,0.00040812658888638326,0.0002580462741528655
2020-04-28 00:00:00+00:00,-0.007889211274675928,0.00111877,-0.00019738890445283874,-0.007691822370223089,0.0008801875,0.0002385825,0.0
2020-04-29 00:00:00+00:00,0.0014798479323183868,0.0007137371692143928,0.03275713213932579,-0.0312772842070074,-7.530175566934894e-05,0.0007890389248837417,0.0
2020-04-30 00:00:00+00:00,0.004128850081311921,0.0015794089640034463,-0.02299367927658944,0.02712252935790136,0.001119327885634589,0.00046008107836885745,0.0005107063205888062
2020-05-01 00:00:00+00:00,0.010805555882304252,0.00079302,0.02102844763784739,-0.01022289175554314,0.0002601733333333333,0.0005328466666666667,0.0
2020-05-02 00:00:00+00:00,-0.003394106633957776,0.0006693802394953461,0.009756812858338666,-0.013150919492296442,0.0001806976198226889,0.0004886826196726572,0.0
2020-05-03 00:00:00+00:00,-0.0019417839668904391,0.00044425088196456126,-0.016816448413906313,0.014874664447015875,4.283441616106923e-05,0.00040141646580349206,0.0005112339794415517
2020-05-04 00:00:00+00:00,0.002194270352888125,0.00025866,-0.0011279862951832733,0.0033222566480713978,0.00010662666666666666,0.00015203333333333333,0.0
2020-05-05 00:00:00+00:00,-0.003004282359312563,0.0003538466723854797,-0.005124537789630341,0.002120255430317779,-4.089336531750516e-05,0.00039474003770298486,0.0
2020-05-06 00:00:00+00:00,-0.003909115935382278,0.0006709911070639397,-0.014158583671267662,0.010249467735885386,0.0002369343267181502,0.0004340567803457895,0.0005055920064806911
2020-05-07 00:00:00+00:00,-0.0007098778837926192,0.0005979666666666667,0.017673015732481846,-0.018382893616274466,-2.0150000000000015e-05,0.0006181166666666668,0.0
2020-05-08 00:00:00+00:00,-0.0034514164410783628,0.0013338051881240567,0.0055375300007029764,-0.008988946441781338,-0.00014764584213547476,0.0014814510302595314,0.0
2020-05-09 00:00:00+00:00,-0.018897492966670097,0.0008732542673777952,-0.00871851234776612,-0.010178980618903977,-0.00032091212808300093,0.0011941663954607962,0.0003593547603645226
2020-05-10 00:00:00+00:00,-0.00026811060203977416,0.00068593,-0.047847557001450394,0.04757944639941062,0.00012376666666666662,0.0005621633333333332,0.0
2020-05-11 00:00:00+00:00,0.004979218619808476,0.00017074934659386113,-0.011384545735107547,0.016363764354916023,-5.144592853358612e-05,0.00022219527512744726,0.0
2020-05-12 00:00:00+00:00,0.019520269309386176,4.795575013329969e-05,0.03239542992086192,-0.012875160611475749,-4.3290139547635736e-05,9.124588968093543e-05,0.0005051345727104029
2020-05-13 00:00:00+00:00,0.006840295408285086,0.00033478666666666664,0.01768123043951523,-0.010840935031230143,0.00015767999999999997,0.00017710666666666668,0.0
2020-05-14 00:00:00+00:00,0.009515767795332714,0.00024343861074563897,0.005933197521876187,0.0035825702734565263,0.00012700039607807867,0.0001164382146675603,0.0
2020-05-15 00:00:00+00:00,-0.00874316881359076,9.912208930706556e-05,-0.018661420375916563,0.009918251562325802,-5.3055420120266544e-05,0.0001521775094273321,0.0006682998141773785
2020-05-16 00:00:00+00:00,0.003413991632638446,0.00015000000000000001,0.010265837672788547,-0.0068518460401501,0.0,0.00015000000000000001,0.0
2020-05-17 00:00:00+00:00,-0.010711427050431117,0.00015205555381204503,0.005030576325142424,-0.015742003375573542,0.0,0.00015205555381204503,0.0
2020-05-18 00:00:00+00:00,0.004235433439109406,5.759523328882394e-05,0.015086705827270026,-0.010851272388160619,0.0,5.759523328882394e-05,0.0006985807874812092
2020-05-19 00:00:00+00:00,-2.580218810147982e-05,0.0003666316666666666,0.008340585123511619,-0.0083663873116131,-0.00011889,0.00048552166666666663,0.0
2020-05-20 00:00:00+00:00,0.004889227136308204,0.00016400157448580733,-0.00018675013172149218,0.005075977268029696,-2.152674771435069e-05,0.000185528322200158,0.0
2020-05-21 00:00:00+00:00,0.005648609365432062,0.00014110243593572105,-0.027399343096268812,0.03304795246170088,-3.6955543098938456e-05,0.00017805797903465952,0.000337470725411308
2020-05-22 00:00:00+00:00,-0.012532370407333793,0.00019041499999999999,0.021167297472914716,-0.03369966788024851,-4.573333333333333e-06,0.00019498833333333332,0.0
2020-05-23 00:00:00+00:00,-0.001330375243287547,0.00013395315500779699,-0.00846521348260349,0.007134838239315943,-2.6156745356277568e-05,0.00016010990036407455,0.0
2020-05-24 00:00:00+00:00,0.0061985411296024105,4.503145896483931e-05,-0.01864002719052614,0.024838568320128554,-5.066924789298213e-05,9.570070685782143e-05,0.0006228941590602945
2020-05-25 00:00:00+00:00,-0.009640458513384381,0.0003845025,0.01127607524096122,-0.0209165337543456,2.1599999999999996e-06,0.0003823425,0.0
2020-05-26 00:00:00+00:00,-0.005620261386736531,0.00012510575592101833,-0.004909099789170717,-0.0007111615975658146,-3.116920420528537e-05,0.00015627496012630369,0.0
2020-05-27 00:00:00+00:00,0.009296984393860109,0.0001799911819363225,0.012372475506030151,-0.0030754911121700416,-7.1537374795449386e-06,0.00018714491941586742,0.00014672131871095102
2020-05-28 00:00:00+00:00,0.0008859093259467321,0.0001611325,0.018347503195748127,-0.017461593869801395,9.37375e-06,0.00015175875,0.0
2020-05-29 00:00:00+00:00,0.0013554793436169788,0.0001571883158778687,-0.005304507745943519,0.006659987089560497,-5.060614761963269e-06,0.00016224893063983197,0.0
2020-05-30 00:00:00+00:00,-0.024259961881804695,0.0004028524597596092,0.024955669392506378,-0.04921563127431107,-3.957349918467226e-05,0.0004424259589442815,0.0003554341675316291
2020-05-31 00:00:00+00:00,0.005013977402056152,0.00018887166666666668,-0.015477710107081747,0.020491687509137897,-7.296166666666666e-05,0.0002618333333333333,0.0
2020-06-01 00:00:00+00:00,-0.006333912303084497,0.00020109118457184894,0.0280310092998257,-0.0343649216029102,-1.2448552089875095e-05,0.00021353973666172403,0.0
2020-06-02 00:00:00+00:00,0.0002998439581540441,0.0002663303976972671,-0.01443322003779867,0.014733063995952714,-0.0008450632498371749,0.0011113936475344419,0.0006236301246263825
2020-06-03 00:00:00+00:00,-0.012160139075146778,0.000165255,0.006914253692447234,-0.01907439276759401,-0.00011250000000000001,0.00027775499999999997,0.0
2020-06-04 00:00:00+00:00,-0.005392127510304704,0.0002454170399234608,-0.0001702577600552794,-0.005221869750249424,-0.00011361231958599505,0.0003590293595094558,0.0
2020-06-05 00:00:00+00:00,0.008645117848848166,0.00027510182581225087,-0.005874862830696907,0.014519980679545073,-0.00012150313084493498,0.0003966049566571858,0.0006314214015935527
2020-06-06 00:00:00+00:00,-0.01020005866051897,0.00038645875,0.0010537366050973052,-0.011253795265616276,-0.00010643250000000001,0.0004928912499999999,0.0
2020-06-07 00:00:00+00:00,0.004548708766158356,0.00017956307187842714,0.00020066390888809083,0.004348044857270266,-8.014716346672956e-05,0.0002597102353451567,0.0
2020-06-08 00:00:00+00:00,-0.016056899052954647,0.00014715427611208814,0.00023446559114293376,-0.01629136464409758,-0.00010626827454069768,0.00025342255065278585,0.0005149504906804262
2020-06-09 00:00:00+00:00,-0.003815564751418657,0.0004391525,-0.009777986568403896,0.005962421816985239,-0.00012375875,0.00056291125,0.0
2020-06-10 00:00:00+00:00,-0.00011887059929911064,0.0001252698162871026,0.0027538738013494412,-0.0028727444006485517,-0.0003998999559052107,0.0005251697721923133,0.0
2020-06-11 00:00:00+00:00,0.004196517328067646,0.00030549478954402327,-0.04346509490993114,0.047661612237998786,-0.0003733210096774349,0.0006788157992214582,0.0004949376560065841
2020-06-12 00:00:00+00:00,0.019262671382849927,0.00025258625,0.034096842102172675,-0.014834170719322748,1.9558750000000003e-05,0.00023302749999999997,0.0
2020-06-13 00:00:00+00:00,0.0037488184293608603,0.00032925662090046634,0.011481987750150285,-0.007733169320789426,7.615116346624658e-05,0.00025310545743421973,0.0
2020-06-14 00:00:00+00:00,-0.008929837105867991,0.0003459486533451683,-0.029317141049880986,0.020387303944012992,6.208387369313281e-06,0.000339740265975855,0.00038696209669345904
2020-06-15 00:00:00+00:00,0.005836617452197046,0.00027300125,0.0024060456776067163,0.0034305717745903297,-3.8896250000000006e-05,0.0003118975,0.0
2020-06-16 00:00:00+00:00,-0.0021234483663072155,0.0003426826082457823,0.005365894182891221,-0.007489342549198436,0.00011935879481841313,0.00022332381342736918,0.0
2020-06-17 00:00:00+00:00,0.0014909494392639422,0.00040706013889378373,0.003313451488571267,-0.0018225020493073249,-7.860465822345596e-06,0.0004149206047161293,0.00026207831017197416
2020-06-18 00:00:00+00:00,-0.0065233311098277375,0.00030482125,-0.009396967426345756,0.002873636316518019,-2.0037500000000003e-05,0.00032485875,0.0
2020-06-19 00:00:00+00:00,-0.00042086499436919914,0.00023890827714567785,-0.007907843421875166,0.007486978427505967,-5.062803367855573e-05,0.0002895363108242336,0.0
2020-06-20 00:00:00+00:00,0.0019288514287482143,0.0003659852727895789,0.002215162712356127,-0.0002863112836079128,-6.093337537017423e-05,0.00042691864815975317,0.0003761987472840926
2020-06-21 00:00:00+00:00,-0.005483815046496712,-0.00012869625000000011,-0.0034976797635953155,-0.0019861352829013967,6.841874999999998e-05,-0.00019711500000000004,0.0
2020-06-22 00:00:00+00:00,0.016003057602021815,0.0006786128799503618,0.03276677483425608,-0.016763717232234264,0.0007103370540035355,-3.1724174053173604e-05,0.0
2020-06-23 00:00:00+00:00,-0.02315010070173252,0.0006189302376002915,0.0041041229636100615,-0.027254223665342584,0.0003104199241513888,0.00030851031344890275,0.0005396886471073746
2020-06-24 00:00:00+00:00,0.00891803563046896,0.00064391,-0.008929310398952311,0.01784734602942127,0.00038335375000000005,0.00026055625000000003,0.0
2020-06-25 00:00:00+00:00,0.007784598049803109,0.0004779818086041392,0.006476899584106966,0.0013076984656961417,-2.4884849791407843e-05,0.0005028666583955471,0.0
2020-06-26 00:00:00+00:00,0.0011420763674649368,0.0010836454846082854,-0.0016802372581168452,0.0028223136255817825,0.0009707766316476585,0.0001128688529606271,0.0003699083329265998
2020-06-27 00:00:00+00:00,0.016392544834150147,0.0016172287499999999,-0.017719331641740665,0.03411187647589081,0.00150472875,0.00011250000000000001,0.0
2020-06-28 00:00:00+00:00,-0.003752313854680075,0.000446968323010603,0.0026837753097335906,-0.006436089164413666,0.00010599136585702178,0.00034097695715358127,0.0
2020-06-29 00:00:00+00:00,-0.0006691657312961673,0.0001808179365767769,0.0021268080956596282,-0.002795973826955795,3.6483076200780165e-05,0.00014433486037599672,0.000622152995915685
2020-06-30 00:00:00+00:00,0.0074428359538293715,0.00059287,-0.004830942617237988,0.01227377857106736,0.00022947375000000002,0.00036339624999999996,0.0
2020-07-01 00:00:00+00:00,0.026796919802707767,0.000563316431876083,0.0347172057243343,-0.00792028592162654,0.00033047852226940013,0.00023283790960668284,0.0
2020-07-02 00:00:00+00:00,-0.0042944951091357045,0.0005922858882808852,-0.014072129084058718,0.00977763397492301,0.00031885513215469327,0.00027343075612619184,0.0003962933293826784
2020-07-03 00:00:00+00:00,0.001963396596035616,0.00045820875,0.003032222699657916,-0.0010688261036223001,0.0001544375,0.00030377125,0.0
2020-07-04 00:00:00+00:00,0.0026152318200089847,0.0009197725284713487,0.014400312750147052,-0.011785080930138067,0.00041223316224067507,0.0005075393662306736,0.0
2020-07-05 00:00:00+00:00,-0.05227330229670067,0.0005032986398900446,-0.007695439812307959,-0.044577862484392716,0.0002837770159508594,0.00021952162393918518,0.0004098094117271161
2020-07-06 00:00:00+00:00,0.023233439693261,0.0013822474999999998,0.03366352707737644,-0.010430087384115438,0.00010986375,0.0012723837500000002,0.0
2020-07-07 00:00:00+00:00,0.0298029645338371,0.0013179152191233983,0.04866618702569977,-0.018863222491862664,-0.0001421627018126605,0.0014600779209360587,0.0
2020-07-08 00:00:00+00:00,0.04991667176463645,0.0007196491943609868,0.0647447200236294,-0.014828048258992947,-0.0001546367910025365,0.0008742859853635232,0.00034949788155145357
2020-07-09 00:00:00+00:00,-0.005791465390121153,0.0006469812499999999,-0.021524519461200625,0.015733054071079472,-0.00031565375,0.0009626350000000001,0.0
2020-07-10 00:00:00+00:00,-0.013867787708508677,3.797576215384625e-05,-0.012437207592015189,-0.0014305801164934866,-0.00021942518727037497,0.0002574009494242212,0.0
2020-07-11 00:00:00+00:00,-0.005614822150370264,0.00027326121438968104,0.015346158150629594,-0.020960980300999858,-0.00010527424430317065,0.00037853545869285176,0.0005062069105340684
2020-07-12 00:00:00+00:00,-0.009139306059631258,0.00024263749999999998,0.005579660132181377,-0.014718966191812635,-0.00019936375,0.00044200124999999995,0.0
