date,bench_hs300
2015-01-05,0.0
2015-01-06,-0.00013181236509829386
2015-01-07,0.0007497816569899118
2015-01-08,-0.023198373122490512
2015-01-09,-0.0035232042615600534
2015-01-12,-0.00934384445346681
2015-01-13,0.00013092059950259305
2015-01-14,-0.003306735267669114
2015-01-15,0.029037065800218143
2015-01-16,0.008609591245574588
2015-01-19,-0.07702295641170243
2015-01-20,0.012237866450482304
2015-01-21,0.04495291824440106
2015-01-22,0.005274888768037389
2015-01-23,0.0011548347493139932
2015-01-26,0.01015194317599577
2015-01-27,-0.009162996571498216
2015-01-28,-0.013877194798219694
2015-01-29,-0.012344978611870672
2015-01-30,-0.013616520190706027
2015-02-02,-0.02341900599524216
2015-02-03,0.024892962348984415
2015-02-04,-0.010379787342361335
2015-02-05,-0.010235847808640841
2015-02-06,-0.016195666701317113
2015-02-09,0.010113451796571749
2015-02-10,0.01823713657230308
2015-02-11,0.00797783348107095
2015-02-12,0.002547959884919626
2015-02-13,0.007830676151001859
2015-02-16,0.00854508722329328
2015-02-17,0.006526683964474866
2015-02-25,-0.012375366235889973
2015-02-26,0.02517010518206364
2015-02-27,0.0018366425613172144
2015-03-02,0.007954456398831189
2015-03-03,-0.025924259842388553
2015-03-04,0.006533823655178406
2015-03-05,-0.00976543692400067
2015-03-06,-0.005096758324419248
2015-03-09,0.017027356461943643
2015-03-10,-0.004844887287117516
2015-03-11,0.0011475284112696382
2015-03-12,0.019346601790248608
2015-03-13,0.006908184054953637
2015-03-16,0.02432788045311063
2015-03-17,0.01388412891595836
2015-03-18,0.02366972574738102
2015-03-19,-0.0016406442973961877
2015-03-20,0.013758744081630692
2015-03-23,0.020420955820961373
2015-03-24,0.00024924094802192265
2015-03-25,-0.008215350926869869
2015-03-26,0.002433756893318151
2015-03-27,0.005492911392405153
2015-03-30,0.029328269502935322
2015-03-31,-0.009045589969130519
2015-04-01,0.017945300157977906
2015-04-02,0.00021339023739663787
2015-04-03,0.011093925009333816
2015-04-07,0.02146005073683499
2015-04-08,0.008394287377583298
2015-04-09,-0.007835560314725987
2015-04-10,0.019304856245923263
2015-04-13,0.017643321778280985
2015-04-14,0.0038701038436397273
2015-04-15,-0.012994065134807498
2015-04-16,0.030370892886901313
2015-04-17,0.0182982353136667
2015-04-20,-0.01614833316652675
2015-04-21,0.021504139834406466
2015-04-22,0.02611946760882944
2015-04-23,0.00022785723478357944
2015-04-24,-0.008068105355745425
2015-04-27,0.022317251586343012
2015-04-28,-0.013672130942946614
2015-04-29,0.006847523967388414
2015-04-30,-0.005119042881409408
2015-05-04,0.007968605588760891
2015-05-05,-0.039872674790193186
2015-05-06,-0.009465197831553862
2015-05-07,-0.01828112612088295
2015-05-08,0.019755754358413258
2015-05-11,0.028986047736047738
2015-05-12,0.012128693345954566
2015-05-13,-0.00610436826739591
2015-05-14,-0.003742762438432967
2015-05-15,-0.017722590718986964
2015-05-18,-0.00916735788213019
2015-05-19,0.034114803044278386
2015-05-20,0.005009278790671257
2015-05-21,0.018099147830036966
2015-05-22,0.0227949712661486
2015-05-25,0.029925292800116354
2015-05-26,0.019496029022453287
2015-05-27,-0.0033641602486670363
2015-05-28,-0.0670509878547042
2015-05-29,0.0014108369655834174
2015-06-01,0.04861769572573316
2015-06-02,0.01688080406920167
2015-06-03,-0.00354135226187402
2015-06-04,0.007354785276431519
2015-06-05,0.009481956683689008
2015-06-08,0.023553928363174048
2015-06-09,-0.00677842633667991
2015-06-10,-0.001570298601211939
2015-06-11,-0.0004746558274361101
2015-06-12,0.005376333954573376
2015-06-15,-0.02135846991257928
2015-06-16,-0.029945395380728934
2015-06-17,0.014612562736681767
2015-06-18,-0.040530626621234744
2015-06-19,-0.059526827635862145
2015-06-23,0.03214112420612247
2015-06-24,0.019648606691474724
2015-06-25,-0.03557487198086928
2015-06-26,-0.07868446325522904
2015-06-29,-0.03335647192581492
2015-06-30,0.06714699812718439
2015-07-01,-0.04917952157388772
2015-07-02,-0.03409812321597372
2015-07-03,-0.05406037000973707
2015-07-06,0.028981553917733827
2015-07-07,-0.01764143912528071
2015-07-08,-0.06745417515274954
2015-07-09,0.0640424346990478
2015-07-10,0.053604369835002386
2015-07-13,0.025629724148679145
2015-07-14,-0.023662036036763423
2015-07-15,-0.035356200527704384
2015-07-16,0.007714104205951422
2015-07-17,0.03856044989693186
2015-07-20,0.0021943875707575167
2015-07-21,0.0012978866079735862
2015-07-22,-0.002124334795163829
2015-07-23,0.022527398512446117
2015-07-24,-0.017533128980123935
2015-07-27,-0.08561447029413727
2015-07-28,-0.002000665142599778
2015-07-29,0.03130075647649355
2015-07-30,-0.02925162452485519
2015-07-31,0.0003381025892368328
2015-08-03,0.003285560824796363
2015-08-04,0.03105577085792488
2015-08-05,-0.020581739341870575
2015-08-06,-0.009064108200367293
2015-08-07,0.01959888826545919
2015-08-10,0.04540882273896529
2015-08-11,-0.00433115592161315
2015-08-12,-0.012427858665689628
2015-08-13,0.0147729281671658
2015-08-14,-0.00047111246337838697
2015-08-17,0.0010629575258864765
2015-08-18,-0.061909771522878354
2015-08-19,0.01587542250373164
2015-08-20,-0.03208582295027973
2015-08-21,-0.04570311980752095
2015-08-24,-0.08747917560467355
2015-08-25,-0.07101140884070678
2015-08-26,-0.005665592044509671
2015-08-27,0.05947403732702283
2015-08-28,0.0426279931620519
2015-08-31,0.007255504459517281
2015-09-01,-0.0013248023192952152
2015-09-02,0.0011153809546471383
2015-09-07,-0.03426792202814766
2015-09-08,0.025697664044497914
2015-09-09,0.01957996652689542
2015-09-10,-0.01227899861736248
2015-09-11,-0.00308855240114847
2015-09-14,-0.019735957624156364
2015-09-15,-0.03928524624138641
2015-09-16,0.0498123550629237
2015-09-17,-0.02183274155775483
2015-09-18,0.004408402842137837
2015-09-21,0.01752545928206506
2015-09-22,0.009304012695533936
2015-09-23,-0.022761101277916085
2015-09-24,0.006733005825873439
2015-09-25,-0.016149162861491706
2015-09-28,0.0033416358545150793
2015-09-29,-0.01970549687765022
2015-09-30,0.007581358038284192
2015-10-08,0.029201205139012476
2015-10-09,0.013238363345143833
2015-10-12,0.03220542974503915
2015-10-13,-0.0007686305903372714
2015-10-14,-0.01130030420546635
2015-10-15,0.02369271691166741
2015-10-16,0.013551068168325742
2015-10-19,3.395528089500388e-05
2015-10-20,0.012314030411580523
2015-10-21,-0.02919473404701345
2015-10-22,0.01476426977614631
2015-10-23,0.01325283087390372
2015-10-26,0.005045866421747203
2015-10-27,0.0010085644394666193
2015-10-28,-0.018915187815902623
2015-10-29,0.0023801958626010755
2015-10-30,0.00021792596743552828
2015-11-02,-0.016445581311119173
2015-11-03,-0.003012117515736712
2015-11-04,0.04704962357415554
2015-11-05,0.0213391612053333
2015-11-06,0.023583569213998068
2015-11-09,0.012384766052349283
2015-11-10,-0.001851393753173558
2015-11-11,0.00010695912596148105
2015-11-12,-0.009998304487890075
2015-11-13,-0.012931715902743446
2015-11-16,0.004775454856069006
2015-11-17,-0.0015249207652233698
2015-11-18,-0.011390515619720154
2015-11-19,0.01598404555950883
2015-11-20,-0.0001562926327890457
2015-11-23,-0.0055770749103164485
2015-11-24,0.00014920084298464253
2015-11-25,0.007384339977996257
2015-11-26,-0.005865226715605298
2015-11-27,-0.053848588748826254
2015-11-30,0.002648306573816539
2015-12-01,0.007091164504361425
2015-12-02,0.036266948798619136
2015-12-03,0.007345592107384391
2015-12-04,-0.019126236897554216
2015-12-07,0.002724610410622219
2015-12-08,-0.017515409709812135
2015-12-09,0.0035660857516657263
2015-12-10,-0.00353691205025386
2015-12-11,-0.0041456440376695936
2015-12-14,0.028619257994600966
