,turnover
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,1.0099973097062354
2016-01-28,0.005162331626271286
2016-01-29,5.9840860620971665e-19
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.7934601342034376
2016-03-03,-7.151007526173446e-17
2016-03-04,0.0
2016-03-07,0.012092005460737656
2016-03-08,0.011584885537152525
2016-03-09,1.141154573818074e-18
2016-03-10,0.0
2016-03-11,0.012144913196233512
2016-03-14,0.01274222030798557
2016-03-15,0.00015968671539206346
2016-03-16,0.00013777973665956515
2016-03-17,0.00040937115933714483
2016-03-18,0.0
2016-03-21,0.00031160582467140393
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0002456479418285095
2016-03-25,1.5799988972851675e-20
2016-03-28,0.0001268516589442107
2016-03-29,0.01316798893770084
2016-03-30,0.4959648779290332
2016-03-31,0.008327439375995801
2016-04-01,4.9789759226697485e-19
2016-04-05,0.010635937288788403
2016-04-06,0.019047985329077484
2016-04-07,0.008433382757982942
2016-04-08,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,0.00025093958520768287
2016-04-20,1.5412534276549772e-20
2016-04-21,0.00011427167189395461
2016-04-22,7.715005260578467e-21
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.5491557002677246
2016-04-29,0.0008676443606101515
2016-05-03,0.023081613368482298
2016-05-04,-1.910007178838412e-18
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0005274197742154447
2016-05-10,0.01077866825826544
2016-05-11,-1.0659625748812913e-18
2016-05-12,0.010210407937169751
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.008968224528051558
2016-05-18,0.0001875558951727579
2016-05-19,-1.6933972911580783e-20
2016-05-20,0.0009324133171595675
2016-05-23,0.0003382122225427005
2016-05-24,-3.305212539848918e-20
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.6861472260834154
2016-05-30,0.011528388836875679
2016-05-31,0.0
2016-06-01,0.0008474602497002007
2016-06-02,0.00903029689813269
2016-06-03,0.009168878113304794
2016-06-06,9.81824365612568e-19
2016-06-07,0.00888753885864521
2016-06-08,0.00015041682050999337
2016-06-13,-1.6142658679881622e-20
2016-06-14,0.0003490929566132219
2016-06-15,0.00027963313953738804
2016-06-16,0.0
2016-06-17,0.00047193924291989047
2016-06-20,0.00019596767131161653
2016-06-21,0.0
2016-06-22,0.016575196569596877
2016-06-23,0.0
2016-06-24,0.007540614005859099
2016-06-27,0.00022550636362329916
2016-06-28,0.5649713024282769
2016-06-29,0.001899816304224127
2016-06-30,0.0005979140035846615
2016-07-01,0.014054823491869048
2016-07-04,0.005549995048962294
2016-07-05,0.0
2016-07-06,0.000290308129952568
2016-07-07,0.007941634455822081
2016-07-08,-4.582834374927758e-19
2016-07-11,0.00900271336043176
2016-07-12,0.013122607371619346
2016-07-13,0.0
2016-07-14,0.009458284088882624
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.007989816351808067
2016-07-20,0.017592931297705602
2016-07-21,0.0005460838986067363
2016-07-22,0.0
2016-07-25,0.00820867174087354
2016-07-26,0.5358793922472657
2016-07-27,0.006471364133139194
2016-07-28,0.0062496536806998584
2016-07-29,0.015092552488245117
2016-08-01,0.007497503263454229
2016-08-02,0.00692303577784898
2016-08-03,0.011177506380839952
2016-08-04,0.00021881219348808445
2016-08-05,0.006106759544782767
2016-08-08,0.006630475133494406
2016-08-09,0.00020865775384764978
2016-08-10,-1.498643998586953e-20
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.00035706606526466283
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.00011544864500089259
2016-08-23,0.626848539999639
2016-08-24,0.0001351547008884789
2016-08-25,0.0005101169880502703
2016-08-26,2.91791512805778e-20
2016-08-29,0.00840207831136538
2016-08-30,0.007429507235245049
2016-08-31,0.000454458725107326
2016-09-01,0.009952999880276819
2016-09-02,0.0
2016-09-05,0.014042313648980571
2016-09-06,0.0
2016-09-07,0.00018099347433757563
2016-09-08,1.4189153929299543e-20
2016-09-09,0.000170259832131769
2016-09-12,0.0
2016-09-13,0.006470335117946102
2016-09-14,0.0
2016-09-19,0.0
2016-09-20,0.008403472980551132
2016-09-21,-9.189460703877288e-19
2016-09-22,0.6402100673112778
2016-09-23,0.00020102619678055418
2016-09-26,0.009287227705700195
2016-09-27,0.008302424017435453
2016-09-28,0.00043902288309101434
2016-09-29,0.005987768952643955
2016-09-30,0.0066708197179334485
2016-10-10,0.013017779222555526
2016-10-11,0.00014377142369609443
2016-10-12,0.014188036848995972
2016-10-13,0.007659851370527127
2016-10-14,0.008432090408166263
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,9.996034346687155e-05
2016-10-21,0.00041441245428741234
2016-10-24,0.006455283118885012
2016-10-25,0.009540983960222132
2016-10-26,0.009258027037108242
2016-10-27,0.5736287072226456
2016-10-28,0.014806817266732086
2016-10-31,0.0009328353006080284
2016-11-01,0.013990735253212946
2016-11-02,0.007262213246952852
2016-11-03,0.001106783839520864
2016-11-04,0.0
2016-11-07,0.005627632034793094
2016-11-08,0.0006279041667452441
2016-11-09,0.006724285697765003
2016-11-10,4.2472636411787467e-19
2016-11-11,0.00031382550174704934
2016-11-14,0.005778078509705147
2016-11-15,0.000100924234319501
2016-11-16,0.00023830849619540126
2016-11-17,0.0010766909379570566
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.006843937432419482
2016-11-23,0.00023528348499398148
2016-11-24,0.7913947837912924
2016-11-25,0.01985469244000021
2016-11-28,0.009505899743834667
2016-11-29,0.00011794654605815896
2016-11-30,0.00042375740134243376
2016-12-01,0.00043387061080941443
2016-12-02,0.00013308191640474704
2016-12-05,0.00827449433576029
2016-12-06,0.007299564495065891
2016-12-07,4.3314685639261134e-19
2016-12-08,0.0075559623168408715
2016-12-09,-4.397628751733026e-19
2016-12-12,0.007070848190301405
2016-12-13,0.00017241614727543108
2016-12-14,0.0
2016-12-15,0.008203408224534022
2016-12-16,0.010400802409659175
2016-12-19,0.006274047067456528
2016-12-20,0.012742959857788828
2016-12-21,0.0003464332784288319
2016-12-22,0.8579306997816352
2016-12-23,0.009447773608823191
2016-12-26,0.00012163135496732126
2016-12-27,0.0
2016-12-28,0.00692835122968126
2016-12-29,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,0.00022548665210688434
2017-01-05,0.0
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,0.0004632079993462761
2017-01-11,0.0
2017-01-12,0.00020938149675177274
