date,open,high,low,close,volume
2018-01-02,20.892750129779767,21.299210335817627,20.79033478671535,21.075178146362305,38142231
2018-01-03,20.796736430311732,21.475239031053043,20.611107237311675,21.161592483520508,45572850
2018-01-04,21.123184261936533,21.238402436423538,20.774330403645532,20.819137573242188,35525091
2018-01-05,20.771131660360947,20.867146503279418,20.428680124638685,20.604705810546875,31461000
2018-01-08,20.675117046415764,21.23200094391332,20.6527143763967,20.870346069335938,41022045
2018-01-09,20.86714423784089,21.18079073723738,20.707118906572962,20.93755340576172,28292778
2018-01-10,20.995164012919705,21.113581516187285,20.76472767571765,21.017566680908203,28279512
2018-01-11,21.116785351809263,21.116785351809263,20.764730300834938,20.931156158447266,22605504
2018-01-12,21.014369222787117,21.715276362064348,21.001568219200923,21.468839645385742,58793640
2018-01-15,21.523247668140478,21.79529006742584,20.764732314451088,20.847946166992188,45567102
2018-01-16,20.643111367700516,21.0431710550806,20.630308534713677,20.739126205444336,28775919
2018-01-17,20.70072247019493,20.70072247019493,20.006217670374593,20.403078079223633,34957518
2018-01-18,20.540699253760504,20.668718447072763,20.124635501997407,20.217449188232422,22110435
2018-01-19,20.35506604715419,20.3646658814865,20.060621071263835,20.2270450592041,15711024
2018-01-22,20.380671412470825,21.446432669725283,20.36146990930512,21.315214157104492,51797124
2018-01-23,21.328016467593372,21.561652168084294,21.142389106288743,21.38242530822754,37055544
2018-01-24,21.459235727666567,21.472036729910958,20.963159348415218,21.286409378051758,22924950
2018-01-25,21.289609195640136,21.593655897472857,20.982363158839178,21.007966995239258,24251967
2018-01-26,21.00796482070345,21.21919782263749,20.803134150704846,20.963157653808594,19067598
2018-01-29,21.08477516470943,21.08477516470943,20.0990267037789,20.131031036376953,37565814
2018-01-30,20.124634124317303,20.467085671900634,20.08622928461822,20.30706214904785,16763121
2018-01-31,20.17904154394505,20.470285397206176,20.13103320853727,20.175840377807617,16289364
2018-02-01,20.179043128321933,20.319865148133864,19.164489480124743,19.414127349853516,38095170
