,turnover
2016-01-04,0.0
2016-01-05,0.0
2016-01-06,0.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-18,0.0
2016-01-19,0.0
2016-01-20,0.0
2016-01-21,0.0
2016-01-22,0.0
2016-01-25,0.0
2016-01-26,0.0
2016-01-27,1.0143010671466124
2016-01-28,0.0
2016-01-29,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,0.0
2016-02-05,0.0
2016-02-15,0.0
2016-02-16,0.0
2016-02-17,0.0
2016-02-18,0.0
2016-02-19,0.0
2016-02-22,0.0
2016-02-23,0.0
2016-02-24,0.0
2016-02-25,0.0
2016-02-26,0.0
2016-02-29,0.0
2016-03-01,0.0
2016-03-02,0.5969833113131269
2016-03-03,0.0
2016-03-04,0.0
2016-03-07,0.0
2016-03-08,0.0
2016-03-09,0.0
2016-03-10,0.0
2016-03-11,0.0
2016-03-14,0.0013024428068771807
2016-03-15,0.00022368678061953335
2016-03-16,-1.774885266443072e-20
2016-03-17,0.00030615403753269776
2016-03-18,0.0004108219571729171
2016-03-21,6.554215819744221e-20
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-25,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.3050554288707527
2016-03-31,-3.340922742116327e-17
2016-04-01,0.0
2016-04-05,0.010472660284293557
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,0.008908358175557744
2016-04-12,-5.143656709824956e-19
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.00016810182752628936
2016-04-18,-1.605763150136223e-20
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.00013058268310407164
2016-04-22,-8.350098646664404e-21
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.35686835009134815
2016-04-29,0.011728647307008908
2016-05-03,0.006477526341528123
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,0.00013847406476761627
2016-05-11,0.008544758966561984
2016-05-12,-5.559446177193806e-19
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.012174485013071707
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,1.1305221041249711
2016-05-30,0.007992387627510424
2016-05-31,0.007370592669584297
2016-06-01,0.011371083965818693
2016-06-02,0.0021456500032237145
2016-06-03,0.010410258825497707
2016-06-06,0.0015847802100811305
2016-06-07,0.009936479361061184
2016-06-08,0.0005857914766783372
2016-06-13,0.00018650115561376883
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.3827893976201519
2016-06-29,3.270448751675236e-17
2016-06-30,0.0
2016-07-01,0.0
2016-07-04,0.007419475242782909
2016-07-05,0.00014196571247134202
2016-07-06,0.0
2016-07-07,0.0009539797904481142
2016-07-08,0.0
2016-07-11,0.0
2016-07-12,0.00810217457532524
2016-07-13,0.000545307615026014
2016-07-14,-9.200712732636437e-20
2016-07-15,0.0
2016-07-18,0.0
2016-07-19,0.0
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-25,0.0
2016-07-26,0.36577804413817605
2016-07-27,0.008204305903687802
2016-07-28,0.007844714301943308
2016-07-29,0.010071026282006233
2016-08-01,0.0
2016-08-02,0.006655163640972787
2016-08-03,-1.0307153492448788e-18
2016-08-04,0.00014453449346750837
2016-08-05,0.0007136851859876108
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,0.0
2016-08-15,0.0
2016-08-16,0.007581948642873635
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-22,0.0
2016-08-23,0.3908900112822507
2016-08-24,0.007450822241500277
2016-08-25,-5.043900066186777e-19
2016-08-26,0.00718045348470951
2016-08-29,0.0001497319426680558
2016-08-30,0.0
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.011455511017992455
2016-09-05,-1.009610571242005e-18
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,0.0
2016-09-09,0.0
2016-09-12,0.00016604268475268327
2016-09-13,-1.600717967978841e-20
2016-09-14,0.0
2016-09-19,0.007254356485877542
2016-09-20,0.0
2016-09-21,0.0
2016-09-22,0.5268974948597038
2016-09-23,0.00022035093982718959
2016-09-26,0.007211118937277455
2016-09-27,0.019568562394286292
2016-09-28,0.007649932524188109
2016-09-29,0.0
2016-09-30,0.0
2016-10-10,0.00012728582264004347
2016-10-11,0.006560292954178368
2016-10-12,0.00013177196044428528
2016-10-13,0.0074466723074508405
2016-10-14,0.0
2016-10-17,0.006660282402997373
2016-10-18,0.006997277490182175
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,0.0004436232035311827
2016-10-24,3.087290854583587e-20
2016-10-25,0.00010647139490000593
2016-10-26,0.000784055168760144
2016-10-27,0.4307361855763474
2016-10-28,0.007326321801090215
2016-10-31,0.00024259611658133807
2016-11-01,0.013284965747446156
2016-11-02,0.0
2016-11-03,0.001186535531724247
2016-11-04,0.0076821939155919255
2016-11-07,0.007149871513381298
2016-11-08,0.005896560815717796
2016-11-09,0.007285810615942987
2016-11-10,-4.897784228732177e-19
2016-11-11,0.0
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,0.0003576719108642525
2016-11-23,0.00016648104995767302
2016-11-24,0.8292932504249386
2016-11-25,0.015309432609995623
2016-11-28,0.0007300656829337106
2016-11-29,0.0006255120872217359
2016-11-30,0.0007525341180874658
2016-12-01,0.007978081839669287
2016-12-02,0.0
2016-12-05,0.008126759961328774
2016-12-06,0.00046905446958357135
2016-12-07,0.007589670604693621
2016-12-08,0.0
2016-12-09,0.0007505008698559096
2016-12-12,0.0
2016-12-13,0.00017399373764746115
2016-12-14,1.6665177020072625e-20
2016-12-15,0.0002128083224799925
2016-12-16,1.6382383626180843e-20
2016-12-19,0.014690031747320502
2016-12-20,0.013499926613079971
2016-12-21,0.0
2016-12-22,0.6778287489299953
2016-12-23,6.727406933039977e-17
2016-12-26,0.009555323482557417
2016-12-27,0.0
2016-12-28,0.0004479419283059459
2016-12-29,-3.278881082856285e-20
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.0
2017-01-12,0.007493019055782964
2017-01-13,0.00016336693100330195
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,0.38344852547705943
2017-01-23,0.001177300253027064
2017-01-24,0.0002576751836871115
2017-01-25,0.007088891917204333
2017-01-26,0.007217204241918704
2017-02-03,-5.407184007089931e-19
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.015225496735785809
2017-02-09,0.0
2017-02-10,0.0
2017-02-13,0.0
2017-02-14,0.0
2017-02-15,0.00802931001747496
2017-02-16,-5.2778850626188795e-19
2017-02-17,0.0
