date,ret
2007-08-30,-0.0026611842314128165
2007-08-31,0.009852311563659066
2007-09-04,0.010095891987546679
2007-09-05,-0.008652589513750919
2007-09-06,0.0023000922335594254
2007-09-07,-0.013906270154213196
2007-09-10,-0.0019172780266457634
2007-09-11,0.011660237241842841
2007-09-12,0.0025769233139194547
2007-09-13,0.007033295659406136
2007-09-14,-6.742518547198095e-05
2007-09-17,-0.005372362165962152
2007-09-18,0.029439447806624885
2007-09-19,0.005903550085189613
2007-09-20,-0.007042118883411441
2007-09-21,0.0026986354636777676
2007-09-24,-0.0018426438158520853
2007-09-25,-0.0019782252536032496
2007-09-26,0.005284301118955614
2007-09-27,0.005914049477779182
2007-09-28,-0.003331814246994691
2007-10-01,0.011273218955827113
2007-10-02,-0.001361550959376956
2007-10-03,-0.002011497485942648
2007-10-04,0.001560960252442456
2007-10-05,0.01188121996092506
2007-10-08,-0.005325641868047737
2007-10-09,0.009418519146774829
2007-10-10,-0.0016620221067107366
2007-10-11,-0.004800881527569412
2007-10-12,0.005532039123431698
2007-10-15,-0.008443998890738436
2007-10-16,-0.007934948772429173
2007-10-17,0.0030561685904295643
2007-10-18,-0.003630258943392306
2007-10-19,-0.026156699173717213
2007-10-22,0.005812534642102074
2007-10-23,0.008104398964754234
2007-10-24,-0.0018446982345305951
2007-10-25,0.00237620921730608
2007-10-26,0.011723243043599396
2007-10-29,0.0033196883969253133
2007-10-30,-0.006942068572253324
2007-10-31,0.010387578749314397
2007-11-01,-0.02340711871860668
2007-11-02,0.0011253727565536664
2007-11-05,-0.0076060301570524125
2007-11-06,0.013462427231286878
2007-11-07,-0.02735602708737117
2007-11-08,-0.005070317207693464
2007-11-09,-0.013726584352528048
2007-11-12,-0.009921288514408655
2007-11-13,0.030479884138223223
2007-11-14,-0.0027685471461283973
2007-11-15,-0.014424133220111934
2007-11-16,0.0017174791552279078
2007-11-19,-0.013924046706126125
2007-11-20,0.006121223765368056
2007-11-21,-0.02046469680667795
2007-11-23,0.01729271974408686
2007-11-26,-0.022063616061088975
2007-11-27,0.011493505585669306
2007-11-28,0.03198432498436743
2007-11-29,0.0003399594815138851
2007-11-30,0.01005572270138555
2007-12-03,-0.006592527025500061
2007-12-04,-0.0089380797664248
2007-12-05,0.016739545932036304
2007-12-06,0.014313637747723984
2007-12-07,-0.00019875561577353817
